id,givenName,familyName,middleName,honorificSuffix,birthYear,deathYear,num_terms,positions,states,parties,congress_range,bio
H000932,Daniel,Hugunin,,Jr.,1790.0,1850.0,1,['Representative'],['NY'],['Adams'],19-19,"HUGUNIN, Daniel, Jr.
1790 – 1850
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
19th(1825 – 1827)
State / Territory
New York
Position
Representative
Party
Adams
HUGUNIN, Daniel, Jr., a Representative from New York; born in Montgomery County, N.Y., February 6, 1790; pursued classical studies; served in the War of 1812; successfully contested the election of Egbert Ten Eyck as an Adams candidate to the Nineteenth Congress and served from December 15, 1825, until March 3, 1827; appointed on March 15, 1841, United States marshal for the Territory of Wisconsin; died in Kenosha, Wis., June 21, 1850; interment in Green Ridge Cemetery."
H000935,John,Hulbert,Whitefield,,1770.0,1831.0,2,['Representative'],['MA'],['Federalist'],13-14,"HULBERT, John Whitefield
1770 – 1831
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
13th – 14th(1813 – 1817)
State / Territory
Massachusetts
Position
Representative
Party
Federalist
HULBERT, John Whitefield, a Representative from Massachusetts; born in Alford, Mass., June 1, 1770; completed preparatory studies; was graduated from Harvard University in 1795; studied law; was admitted to the bar and commenced practice in Alford, Mass., in 1797; director of Berkshire Bank, Pittsfield, Mass.; elected as a Federalist to the Thirteenth Congress to fill the vacancy caused by the resignation of Daniel Dewey; reelected to the Fourteenth Congress and served from September 26, 1814, to March 3, 1817; was not a candidate for renomination in 1816; moved to Auburn, Cayuga County, N.Y., in 1817; member of the State house of representatives in 1825; resumed the practice of his profession; died in Auburn, N.Y., October 19, 1831; interment in North Street Cemetery."
H000950,Charles,Humphrey,,,1792.0,1850.0,1,['Representative'],['NY'],['Adams'],19-19,"HUMPHREY, Charles
1792 – 1850
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
19th(1825 – 1827)
State / Territory
New York
Position
Representative
Party
Adams
HUMPHREY, Charles, a Representative from New York; born in Little Britain, Orange County, N.Y., February 14, 1792; moved to Newburgh, N.Y., at an early age and attended the Newburgh Academy; commenced the study of law; entered the United States Army at the beginning of the War of 1812 as first sergeant of Newburgh Company Number Five; commissioned captain in the Forty-first Regiment, United States Infantry, on August 15, 1813; resumed the study of law; was admitted to the bar in Newburgh, N.Y., January 11, 1816; moved to Ithaca, N.Y., in 1818 and engaged in the practice of law; elected as an Adams candidate to the Nineteenth Congress (March 4, 1825-March 3, 1827); president of the village of Ithaca in 1828 and 1829; elected surrogate of Tompkins County and served from March 4, 1831, to January 8, 1834; member of the State assembly 1834-1836 and in 1842; speaker of the assembly in 1835 and 1836; appointed clerk of the New York Supreme Court in 1843 and held that position until 1847; died in Albany, N.Y., April 17, 1850; interment in City Cemetery, Ithaca, Tompkins County, N.Y."
H000957,Reuben,Humphrey,,,1757.0,1831.0,1,['Representative'],['NY'],['Democratic Republican'],10-10,"HUMPHREY, Reuben
1757 – 1831
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
10th(1807 – 1809)
State / Territory
New York
Position
Representative
Party
Democratic Republican
HUMPHREY, Reuben, a Representative from New York; born in West Simsbury, Hartford County, Conn., September 2, 1757; completed preparatory studies; served in the Revolutionary War, as a private; mustered out as captain; held several local offices; keeper of Newgate State Prison in Simsbury, Conn., for five years; located near Marcellus, Onondaga County, N.Y., in 1801; first county judge, 1804-1807; elected as a Democratic Republican to the Tenth Congress (March 4, 1807-March 3, 1809); was not a candidate for renomination to the Eleventh Congress in 1808; member of the New York state senate, 1811-1815; engaged in agricultural pursuits; died on August 12, 1831, near Marcellus, N.Y.; interment in the Old Village Cemetery, Marcellus, N.Y."
H000962,Parry,Humphreys,Wayne,,1778.0,1839.0,1,['Representative'],['TN'],['Democratic Republican'],13-13,"HUMPHREYS, Parry Wayne
ca. 1778 – 1839
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
13th(1813 – 1815)
State / Territory
Tennessee
Position
Representative
Party
Democratic Republican
HUMPHREYS, Parry Wayne, a Representative from Tennessee; born in Staunton, Va., in 1778; moved with his family to Kentucky in 1789 and later settled in Tennessee; completed preparatory studies; studied law; was admitted to the bar in 1801 and commenced practice in Nashville, Tenn.; judge of the superior court of Tennessee 1807-1809; judge of the State judicial circuit 1809-1813; elected as a Democratic Republican to the Thirteenth Congress (March 4, 1813-March 3, 1815); unsuccessful candidate for election to the United States Senate in 1817; again judge of the State judicial circuit 1818-1836; moved to Hernando, De Soto County, Miss., and engaged in banking until his death there February 12, 1839; interment in the Methodist Cemetery."
H000967,John,Hungerford,Pratt,,1761.0,1833.0,3,['Representative'],['VA'],['Democratic Republican'],12-14,"HUNGERFORD, John Pratt
1761 – 1833
Biography
Congresses
Bibliography
Research Collections
3 US Congresses Served
House Years of Service
12th(1811 – 1811)
13th – 14th(1813 – 1817)
State / Territory
Virginia
Position
Representative
Party
Democratic Republican
HUNGERFORD, John Pratt, a Representative from Virginia; born in Leeds, Westmoreland County, Va., January 2, 1761; received an elementary education under private teachers; studied law; was admitted to the bar and practiced; served in the Revolutionary War; member of the Virginia state house of delegates, 1797-1801; member of the Virginia state senate, 1801-1809; presented credentials as a Democratic Republican Member-elect to the Twelfth Congress and served from March 4 to November 29, 1811, when he was succeeded by John Taliaferro, who contested his election; elected as a Democratic Republican to the Thirteenth and and to the succeeding Congress (March 4, 1813-March 3, 1817); served in the War of 1812 as brigadier general of militia; again a member of the Virginia state house of delegates 1823-1830; died at ""Twiford,"" Westmoreland County, Va., December 21, 1833; interment in Hungerford Cemetery, Leedstown, Va."
H000974,Jonathan,Hunt,,,1787.0,1832.0,3,['Representative'],['VT'],"['Adams', 'Anti-Jacksonian']",20-22,"HUNT, Jonathan
1787 – 1832
Biography
Congresses
Bibliography
Research Collections
3 US Congresses Served
House Years of Service
20th – 22nd(1827 – 1832)
State / Territory
Vermont
Position
Representative
2 Parties
Adams
Anti-Jacksonian
HUNT, Jonathan, a Representative from Vermont; born in Vernon, Windham County, Vt., August 12, 1787; graduated from Dartmouth College, Hanover, N.H., in 1807; studied law; was admitted to the bar and commenced practice in Brattleboro, Vt., in 1812; first president of the Old Brattleboro Bank in 1821; member of the Vermont state house of representatives in 1811, 1816, 1817, and 1824; elected as an Adams candidate to the Twentieth Congress; and reelected as an Anti-Jacksonian candidate to the Twenty-first and to the succeeding Congress, and served from March 4, 1827, until his death in Washington, D.C., May 15, 1832; interment in Congressional Cemetery; reinterment in Brattleboro, Vt."
H000976,Samuel,Hunt,,,1765.0,1807.0,2,['Representative'],['NH'],['Federalist'],7-8,"HUNT, Samuel
1765 – 1807
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
7th – 8th(1801 – 1805)
State / Territory
New Hampshire
Position
Representative
Party
Federalist
HUNT, Samuel, a Representative from New Hampshire; born in Charlestown, Sullivan County, N.H., July 8, 1765; completed preparatory studies; studied law; was admitted to the bar in 1790 and commenced practice in Alstead, N.H.; moved to Keene, N.H., the same year and in 1795 abandoned the practice of law; moved to Charlestown, N.H., and engaged in agricultural pursuits; member of the State house of representatives in 1802 and 1803; elected as a Federalist to the Seventh Congress to fill the vacancy caused by the resignation of Joseph Peirce; reelected to the Eighth Congress and served from December 6, 1802, to March 3, 1805; unsuccessful candidate for renomination in 1804; founded a colony in Ohio; died in Gallipolis, Ohio, July 7, 1807; interment in Mound Cemetery, Marietta, Ohio."
H000982,John,Hunter,,,1752.0,1802.0,3,"['Senator', 'Representative']",['SC'],['Democratic Republican'],3-5,"HUNTER, John
1752 – ca. 1802
Biography
Congresses
Bibliography
Research Collections
3 US Congresses Served
House Years of Service
3rd(1793 – 1795)
Senate Years of Service
4th – 5th(1796 – 1798)
State / Territory
South Carolina
2 Positions
Representative
Senator
Party
Democratic Republican
HUNTER, John, a Representative and a Senator from South Carolina; born around 1752; completed preparatory studies; engaged in agricultural pursuits near Newberry, S.C.; member, State house of representatives 1786-1792; Federalist presidential elector in 1792; elected to the Third Congress (March 4, 1793-March 3, 1795); elected as a Democratic Republican to the United States Senate to fill the vacancy caused by the resignation of Pierce Butler and served from December 8, 1796, to November 26, 1798, when he resigned; resumed agricultural pursuits on his plantation; died in 1802; interment in the Little River/Dominick Presbyterian Cemetery in Newberry County, S.C."
H000986,Narsworthy,Hunter,,,,1802.0,1,['Delegate'],['MS'],[],7-7,"HUNTER, Narsworthy
Birth Date Unknown – 1802
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
7th(1801 – 1802)
State / Territory
Mississippi
Position
Delegate
HUNTER, Narsworthy, a Delegate from Mississippi Territory; born in Virginia, birth date unknown; captain in the militia organization of the district formed, 1793; commissioned inspector of the military posts on the east side of the Mississippi River; elected to the Seventh Congress (March 4, 1801-March 11, 1802); died on March 11, 1802, in Washington, D.C.; interment in the Congressional Cemetery."
H000990,William,Hunter,,,1754.0,1827.0,1,['Representative'],['VT'],['Democratic Republican'],15-15,"HUNTER, William
1754 – 1827
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
15th(1817 – 1819)
State / Territory
Vermont
Position
Representative
Party
Democratic Republican
HUNTER, William, a Representative from Vermont; born in Sharon, Litchfield County, Conn., January 3, 1754; attended the common schools; resided near Fort Edward, N.Y., from 1763 until 1775, when he moved to Windsor, Vt.; served in the Revolutionary War as a sergeant and lieutenant under General Montgomery; member of the State house of representatives in 1795, 1807, and 1808; register of probate 1798-1801; judge of probate for the district of Windsor 1801-1816; assistant judge of the county court 1805-1816; member of the Vermont council of censors in 1806 and 1820; member of the executive council 1810-1813 and in 1815; elected as a Democratic Republican to the Fifteenth Congress (March 4, 1817-March 3, 1819); was not a candidate for reelection in 1818 to the Sixteenth Congress; died in Windsor, Windsor County, Vt., November 30, 1827; interment in Sheddsville Cemetery, West Windsor, Vt."
H000991,William,Hunter,,,1774.0,1849.0,5,['Senator'],['RI'],['Federalist'],12-16,"HUNTER, William
1774 – 1849
Biography
Congresses
Bibliography
Research Collections
Library of Congress
5 US Congresses Served
Senate Years of Service
12th – 16th(1811 – 1821)
State / Territory
Rhode Island
Position
Senator
Party
Federalist
HUNTER, William, a Senator from Rhode Island; born in Newport, R.I., November 26, 1774; attended Rogers School in Newport and graduated from Rhode Island College (later Brown University), Providence, R.I., in 1791; went abroad to study medicine, but preferred to study law at the Inner Temple, London; returned to Newport, R.I., in 1793; admitted to the bar in 1795 and commenced practice in Newport; member of the State general assembly 1799-1812; elected as a Federalist to the United States Senate to fill the vacancy caused by the resignation of Christopher G. Champlin; reelected in 1814 and served from October 28, 1811, to March 3, 1821; chairman, Committee on Commerce and Manufactures (Fourteenth Congress); member, State house of representatives 1823-1825; resumed the practice of law in Newport; appointed by President Andrew Jackson Charge d'Affaires to Brazil 1834, elevated to Envoy Extraordinary and Minister Plenipotentiary and served until 1845; died in Newport, R.I., December 3, 1849; interment in Trinity Church Graveyard."
H000994,Abel,Huntington,,,1777.0,1858.0,2,['Representative'],['NY'],['Jacksonian'],23-24,"HUNTINGTON, Abel
1777 – 1858
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
23rd – 24th(1833 – 1837)
State / Territory
New York
Position
Representative
Party
Jacksonian
HUNTINGTON, Abel, a Representative from New York; born in Norwich, Conn., February 21, 1777; received a liberal schooling; moved to East Hampton, Long Island, N.Y., where he practiced medicine; member of the State senate in 1822; supervisor of East Hampton 1829-1832 and in 1844; elected as a Jacksonian candidate to the Twenty-third and Twenty-fourth Congresses (March 4, 1833-March 3, 1837); chairman, Committee on Revisal and Unfinished Business (Twenty-fourth Congress); member of the State constitutional convention in 1846; collector of customs at Sag Harbor, N.Y., 1845-1849; died in East Hampton, Long Island, N.Y., May 18, 1858; interment in South End Cemetery."
H000995,Benjamin,Huntington,,,1736.0,1800.0,3,"['Delegate', 'Representative']",['CT'],['Pro-Administration'],1-2,"HUNTINGTON, Benjamin
1736 – 1800
Biography
Congresses
Bibliography
Research Collections
Image courtesy of the New York Public Library
US Congress Served
House Years of Service
1st(1780 – 1791)
State / Territory
Connecticut
2 Positions
Delegate
Representative
Party
Pro-Administration
HUNTINGTON, Benjamin, a Delegate and a Representative from Connecticut; born in Norwich, Conn., April 19, 1736; pursued academic studies; was graduated from Yale College in 1761; appointed surveyor of lands for Windham County in October 1764; studied law; was admitted to the bar in 1765 and commenced practice in Norwich; member of the State house of representatives 1771-1780 and served as speaker in 1778 and 1779; clerk of the State house of representatives in 1776 and 1777; delegate to the Provincial Congress at New Haven in January 1778; Delegate to the Second Continental Congress, 1780; Delegate to the Confederation Congress, 1782, 1783, and 1788; member of the State senate 1781-1790 and 1791-1793; mayor of Norwich from 1784 to 1796, when he resigned; elected as a Pro-Administration candidate to the First Congress (March 4, 1789-March 3, 1791); judge of the superior court of the State 1793-1798; died in Rome, N.Y., October 16, 1800; interment in Old Colony Cemetery, Norwich, Conn."
H000996,Ebenezer,Huntington,,,1754.0,1834.0,2,['Representative'],['CT'],['Federalist'],11-15,"HUNTINGTON, Ebenezer
1754 – 1834
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
11th(1809 – 1811)
15th(1817 – 1819)
State / Territory
Connecticut
Position
Representative
Party
Federalist
HUNTINGTON, Ebenezer, a Representative from Connecticut; born in Norwich, Conn., December 26, 1754; pursued academic studies; was graduated from Yale College in 1775; served in the Revolutionary War, first in the Lexington alarm in April 1775 and later with the Third and First Connecticut Regiments; brigadier general, United States Army, July 19, 1798, when war with France was threatened; honorably discharged June 15, 1800; elected as a Federalist to the Eleventh Congress to fill the vacancy caused by the resignation of Samuel W. Dana and served from October 11, 1810, to March 3, 1811; elected to the Fifteenth Congress (March 4, 1817-March 3, 1819); died in Norwich, Conn., June 17, 1834; interment in Old Colony Cemetery."
H000997,Jabez,Huntington,Williams,,1788.0,1847.0,8,"['Senator', 'Representative']",['CT'],"['Whig', 'Anti-Jacksonian']",21-30,"HUNTINGTON, Jabez Williams
1788 – 1847
Biography
Congresses
Bibliography
Research Collections
Courtesy U.S. Senate Historical Office
8 US Congresses Served
House Years of Service
21st – 23rd(1829 – 1834)
Senate Years of Service
26th – 30th(1840 – 1847)
State / Territory
Connecticut
2 Positions
Representative
Senator
2 Parties
Anti-Jacksonian
Whig
HUNTINGTON, Jabez Williams, a Representative and a Senator from Connecticut; born in Norwich, Conn., November 8, 1788; pursued classical studies; graduated from Yale College in 1806; taught in the Litchfield South Farms Academy one year; studied law; admitted to the bar and commenced practice in Litchfield; member, State house of representatives 1829; elected as an Anti-Jacksonian candidate to the Twenty-first, Twenty-second, and Twenty-third Congresses and served from March 4, 1829, to August 16, 1834, when he resigned to accept the appointment of judge of the State supreme court of errors; moved to Norwich in 1834; elected as a Whig to the United States Senate to fill the vacancy caused by the death of Thaddeus Betts; reelected, and served from May 4, 1840, until his death in Norwich, Conn., November 2, 1847; chairman, Committee on Commerce (Twenty-seventh and Twenty-eighth Congresses); interment in Old Norwich Town Cemetery."
H001026,John,Hyneman,M.,,1771.0,1816.0,2,['Representative'],['PA'],['Democratic Republican'],12-13,"HYNEMAN, John M.
ca. 1771 – 1816
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
12th – 13th(1811 – 1813)
State / Territory
Pennsylvania
Position
Representative
Party
Democratic Republican
HYNEMAN, John M., a Representative from Pennsylvania; born in Reading, Berks County, Pa., ca. April 25, 1771; received a common-school education; member of the Pennsylvania state house of representatives in 1809; clerk of the orphans' court 1810-1816; elected as a Democratic Republican to the Twelfth and Thirteenth Congresses and served from March 4, 1811, until his resignation August 2, 1813; was not a candidate for renomination in 1814; commissioned a brigadier general in the Pennsylvania Militia; surveyor of Berks County in 1816; died in Reading, Berks County, Pa., April 16, 1816; interment in the Trinity Lutheran Cemetery."
I000006,Peter,Ihrie,,Jr.,1796.0,1871.0,2,['Representative'],['PA'],['Jacksonian'],21-22,"IHRIE, Peter, Jr.
1796 – 1871
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
21st – 22nd(1829 – 1833)
State / Territory
Pennsylvania
Position
Representative
Party
Jacksonian
IHRIE, Peter, Jr., a Representative from Pennsylvania; born in Easton, Pa., February 3, 1796; completed preparatory studies; was graduated from Dickinson College, Carlisle, Pa., in 1815; studied law; was admitted to the bar in 1818 and commenced practice in Easton, Pa.; charter member of the board of trustees of Lafayette College in 1826; member of the State house of representatives in 1826 and 1827; brigadier general of State militia in 1845; elected as a Jacksonian candidate to the Twenty-first Congress to fill in part the vacancies caused by the resignation of George Wolf and Samuel D. Ingham; reelected as a Jacksonian candidate to the Twenty-second Congress and served from October 13, 1829, to March 3, 1833; member of the board of directors of the Easton Bank; died in Easton, Pa., on March 29, 1871; interment in Easton Cemetery."
I000009,Daniel,Ilsley,,,1740.0,1813.0,1,['Representative'],['MA'],['Democratic Republican'],10-10,"ILSLEY, Daniel
1740 – 1813
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
10th(1807 – 1809)
State / Territory
Massachusetts
Position
Representative
Party
Democratic Republican
ILSLEY, Daniel, a Representative from Massachusetts; born in Falmouth, Cumberland County, Maine (then a part of Massachusetts), May 30, 1740; received a liberal schooling; became a distiller and was also interested in shipping; member of the committee of correspondence and safety; served in the Revolutionary War; major and mustering officer at Falmouth, Maine; delegate to the Massachusetts state convention in 1788 that adopted the U.S. Constitution; member of the Massachusetts house of representatives in 1793 and 1794; elected as a Democratic Republican to the Tenth Congress (March 4, 1807-March 3, 1809); unsuccessful candidate for reelection in 1808 to the Eleventh Congress; died in Portland, Maine, May 10, 1813; interment in the Eastern Cemetery."
I000011,James,Imlay,Henderson,,1764.0,1823.0,2,['Representative'],['NJ'],['Federalist'],5-6,"IMLAY, James Henderson
1764 – 1823
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
5th – 6th(1797 – 1801)
State / Territory
New Jersey
Position
Representative
Party
Federalist
IMLAY, James Henderson, a Representative from New Jersey; was born in Imlaystown, Upper Freehold, Monmouth County, N.J., November 26, 1764; pursued classical studies; was graduated from Princeton College in 1786, where he was also a tutor; studied law; was admitted to the bar in 1791 and practiced; major in the Monmouth County Militia and served in the Revolutionary War; counselor in 1796; member of the New Jersey state general assembly 1793-1796 and served as speaker in 1796; elected as a Federalist to the Fifth and Sixth Congresses (March 4, 1797-March 3, 1801); one of the managers appointed by the House of Representatives in 1798 to conduct the impeachment proceedings against William Blount, a Senator from Tennessee; postmaster of Allentown, N.J., 1804-1805; resumed the practice of law in Allentown, N.J., where he died March 6, 1823; interment in the Presbyterian Church Cemetery."
I000014,William,Inge,Marshall,,1802.0,1846.0,1,['Representative'],['TN'],['Jacksonian'],23-23,"INGE, William Marshall
1802 – 1846
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
23rd(1833 – 1835)
State / Territory
Tennessee
Position
Representative
Party
Jacksonian
INGE, William Marshall, (uncle of Samuel Williams Inge), a Representative from Tennessee; born in Granville County, N.C., in 1802; attended the schools of North Carolina; moved to Tennessee and continued his school studies; studied law; admitted to the bar and practiced; elected as a Jacksonian candidate to the Twenty-third Congress (March 4, 1833-March 3, 1835); moved to Livingston, Sumter County, Ala., in 1836; resumed the practice of his profession; member of the State house of representatives in 1840, 1844, and 1845; died in Livingston, Sumter County, Ala., in 1846; interment in Livingston Cemetery."
I000015,Charles,Ingersoll,Jared,,1782.0,1862.0,5,['Representative'],['PA'],"['Democratic Republican', 'Democrat']",13-30,"INGERSOLL, Charles Jared
1782 – 1862
Biography
Congresses
Bibliography
Research Collections
5 US Congresses Served
House Years of Service
13th(1813 – 1815)
27th – 30th(1841 – 1849)
State / Territory
Pennsylvania
Position
Representative
2 Parties
Democratic Republican
Democrat
INGERSOLL, Charles Jared, (son of Jared Ingersoll, brother of Joseph Reed Ingersoll), a Representative from Pennsylvania; born in Philadelphia, Pa., October 3, 1782; received an academic training; studied law; was admitted to the bar in 1802 and commenced practice in Philadelphia, Pa.; elected as a Democratic Republican to the Thirteenth Congress (March 4, 1813-March 3, 1815); chairman, Committee on the Judiciary (Thirteenth Congress); was not a candidate for renomination in 1814, having been appointed United States district attorney for Pennsylvania, and served in that office, 1815-1829; member of the State improvement convention in 1825; member of the State house of representatives in 1830; member of the State constitutional convention in 1837; appointed secretary of the legation to Prussia March 8, 1837; unsuccessful candidate in 1837 for election to fill the vacancy caused by the death of Francis J. Harper in the Twenty-fifth Congress; unsuccessful candidate for election in 1838 to the Twenty-sixth Congress; elected as a Democrat to the Twenty-seventh and to the three succeeding Congresses (March 4, 1841-March 3, 1849); chairman, Committee on Foreign Affairs (Twenty-eighth and Twenty-ninth Congresses); was not a candidate for renomination in 1848; appointed Minister to France in 1847 but was not confirmed by the Senate; died on May 14, 1862, in Philadelphia, Pa.; interment in the Woodlands Cemetery."
I000020,Ralph,Ingersoll,Isaacs,,1789.0,1872.0,4,['Representative'],['CT'],"['Adams', 'Anti-Jacksonian']",19-22,"INGERSOLL, Ralph Isaacs
1789 – 1872
Biography
Congresses
Bibliography
Research Collections
4 US Congresses Served
House Years of Service
19th – 22nd(1825 – 1833)
State / Territory
Connecticut
Position
Representative
2 Parties
Adams
Anti-Jacksonian
INGERSOLL, Ralph Isaacs, (father of Colin Macrae Ingersoll), a Representative from Connecticut; born in New Haven, Conn., February 8, 1789; pursued classical studies, and graduated from Yale College in 1808; studied law; was admitted to the bar in 1810 and commenced practice in New Haven; member of the Connecticut state house of representatives, 1820-1825 and served as speaker during the last two years; elected as an Adams candidate to the Nineteenth and to the succeeding Congress; reelected as an Anti-Jacksonian candidate to the Twenty-first and to the succeeding Congress (March 4, 1825-March 3, 1833); was not a candidate for renomination in 1832; resumed the practice of law; appointed State's attorney for New Haven County in 1833; declined the appointment as United States Senator tendered by Governor Edwards upon the death of Senator Nathan Smith in 1835; Minister to Russia from August 8, 1846, until July 1, 1848, when he resigned; again engaged in the practice of law; mayor of New Haven in 1851; died in New Haven, Conn., August 26, 1872; interment in Grove Street Cemetery."
I000022,Samuel,Ingham,Delucenna,,1779.0,1860.0,7,['Representative'],['PA'],"['Democratic Republican', 'Jackson Republican', 'Jacksonian']",13-20,"INGHAM, Samuel Delucenna
1779 – 1860
Biography
Congresses
Bibliography
Research Collections
7 US Congresses Served
House Years of Service
13th – 15th(1813 – 1818)
17th – 20th(1821 – 1829)
State / Territory
Pennsylvania
Position
Representative
3 Parties
Democratic Republican
Jackson Republican
Jacksonian
INGHAM, Samuel Delucenna, a Representative from Pennsylvania; born at Great Spring, near New Hope, Bucks County, Pa., September 16, 1779; pursued classical studies; engaged in the manufacture of paper; member of the Pennsylvania state house of representatives 1806-1808; elected as a Democratic Republican to the Thirteenth, Fourteenth, and Fifteenth Congresses and served from March 4, 1813, until July 6, 1818, when he resigned; chairman, Committee on Pensions and Revolutionary Claims (Thirteenth Congress), Committee on the Post Office and Post Roads (Fourteenth and Fifteenth Congresses), Committee on Expenditures in the Post Office Department (Fifteenth Congress); prothonotary of the courts of Bucks County in 1818 and 1819; served as secretary of the Commonwealth of Pennsylvania from October 1819 to December 1820; elected as a Democratic Republican to the Seventeenth Congress to fill the vacancy caused by the resignation of Samuel Moore; reelected as a Jackson Republican to the Eighteenth Congress and reelected as a Jacksonian candidate to the Nineteenth, Twentieth, and Twenty-first Congresses and served from October 8, 1822, until his resignation in 1829, before the convening of the Twenty-first Congress; chairman, Committee on the Post Office and Post Roads (Nineteenth and Twentieth Congresses); Secretary of the Treasury in the Cabinet of President Andrew Jackson from March 6, 1829, to June 21, 1831, when he resigned; resumed the manufacture of paper; also engaged in the development of anthracite coal fields; died in Trenton, N.J., on June 5, 1860; interment in the Solebury Presbyterian Churchyard, Solebury, Pa."
I000028,James,Iredell,,,1788.0,1853.0,2,['Senator'],['NC'],['Jacksonian'],20-21,"IREDELL, James
1788 – 1853
Biography
Congresses
Bibliography
Research Collections
North Carolina Museum of History
2 US Congresses Served
Senate Years of Service
20th – 21st(1828 – 1831)
State / Territory
North Carolina
Position
Senator
Party
Jacksonian
IREDELL, James, a Senator from North Carolina; born in Edenton, Chowan County, N.C., November 2, 1788; attended Edenton Academy and graduated from the College of New Jersey (now Princeton University) in 1806; studied law; admitted to the bar in 1809 and commenced practice in Edenton; during the War of 1812 served as captain of a company of Volunteers; member, State house of commons 1813, 1816-1828, served as speaker 1817-1828; judge of the superior court of North Carolina 1819; Governor of North Carolina 1828; elected as a Jacksonian to the United States Senate to fill the vacancy caused by the resignation of Nathaniel Macon and served from December 15, 1828, to March 3, 1831; was not a candidate for reelection; chairman, Committee to Audit and Control the Contingent Expense (Twenty-first Congress); moved to Raleigh in 1830; resumed the practice of law; reporter of the supreme court of North Carolina 1840-1852; commissioner to revise the State laws 1836-1837; died in Edenton, N.C., April 13, 1853; interment in the Johnston Burial Ground on the Hayes plantation at Edenton."
I000034,William,Irvin,W.,,1779.0,1842.0,2,['Representative'],['OH'],['Jacksonian'],21-22,"IRVIN, William W.
1779 – 1842
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
21st – 22nd(1829 – 1833)
State / Territory
Ohio
Position
Representative
Party
Jacksonian
IRVIN, William W., a Representative from Ohio; born near Charlottesville, Albemarle County, Va., April 5, 1779; pursued an academic course; studied law; was admitted to the bar in 1800 and commenced practice in his native county; moved to Lancaster, Ohio, about 1801 and continued the practice of his profession; appointed an associate judge of the court of common pleas for Fairfield County by the first general assembly in 1803; was impeached in 1804 by the State house of representatives and subsequently removed from office by the decision of the senate; member of the State house of representatives in 1806 and 1807; justice of the State supreme court 1810-1815; again a member of the State house of representatives 1825-1827 and served as speaker in 1825 and 1826; elected as a Jacksonian candidate to the Twenty-first and Twenty-second Congresses (March 4, 1829-March 3, 1833); was an unsuccessful candidate for reelection in 1832 to the Twenty-third Congress; returned to his farm near Lancaster, Ohio, and engaged in agricultural pursuits until his death March 27, 1842; interment in Elmwood Cemetery, Lancaster, Ohio."
I000035,William,Irvine,,,1741.0,1804.0,2,"['Delegate', 'Representative']",['PA'],['Anti-Administration'],1-3,"IRVINE, William
1741 – 1804
Biography
Congresses
Bibliography
Research Collections
Image courtesy of the Library of Congress
US Congress Served
House Years of Service
3rd(1793 – 1795)
State / Territory
Pennsylvania
2 Positions
Delegate
Representative
Party
Anti-Administration
IRVINE, William, a Delegate and a Representative from Pennsylvania; born in County Fermanagh, Ulster, Ireland, on November 3, 1741; pursued classical studies and graduated from Dublin University; studied medicine and was admitted to practice; served as surgeon on a British man-of-war; immigrated to the United States and settled in Carlisle, Pa., in 1763; delegate to the Pennsylvania state Revolutionary conventions, 1764-1766; served in the Revolutionary War as colonel of the Sixth Pennsylvania Regiment; captured in Canada on June 16, 1776, and remained a prisoner of war until exchanged on May 6, 1778; appointed brigadier general on May 12, 1779, and served until the close of the war; Delegate to the Confederation Congress, 1787-1788; commanded the Pennsylvania state troops during the Whiskey Rebellion in 1794; elected as an Anti-Administration candidate to the Third Congress (March 4, 1793-March 3, 1795); moved to Philadelphia, where he was superintendent of military stores, 1801-1804; died in Philadelphia, Pa., July 29, 1804; interment in Gloria Dei (Old Swedes) Church Burial Ground, Philadelphia, Pa."
