id,givenName,familyName,middleName,honorificSuffix,birthYear,deathYear,num_terms,positions,states,parties,congress_range,bio
D000273,Jean,Destrehan,Noel,,1754.0,1823.0,1,['Senator'],['LA'],['Unknown'],12-12,"HAN, Jean Noël
1754 – 1823
Biography
Congresses
Bibliography
Research Collections
Louisiana State Museum
US Congress Served
Senate Years of Service
12th(1812 – 1812)
State / Territory
Louisiana
Position
Senator
Party
Unknown
DESTRÉHAN, Jean Noël, a Senator from Louisiana; born in 1754 in that section of Louisiana which became the St. Charles Parish; engaged in mercantile pursuits and as a planter; member, legislative council of the Territory of Orleans and served as its president in 1806 and 1811; although opposed to the admission of the Territory to statehood, was a delegate to the convention and helped to draft the State constitution; member, State senate 1812-1817; upon the admission of Louisiana as a State into the Union was elected to the United States Senate on September 3, 1812, but resigned on October 1, 1812, without having qualified; resumed his former occupation as a planter; died in 1823; interment near Destréhan, La."
D000289,Lewis,Dewart,,,1780.0,1852.0,1,['Representative'],['PA'],['Jacksonian'],22-22,"DEWART, Lewis
1780 – 1852
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
22nd(1831 – 1833)
State / Territory
Pennsylvania
Position
Representative
Party
Jacksonian
DEWART, Lewis, (father of William Lewis Dewart), a Representative from Pennsylvania; born in Sunbury, Pa., November 14, 1780; attended the common schools; was a clerk in his father's store for several years and later became a coal operator and banker; postmaster at Sunbury 1806-1816; member of the State house of representatives 1812-1820; elected to the State senate in 1823 and served three years; one of the organizers and builders of the Danville & Pottsville Railroad, and served as one of the first directors; elected as a Jacksonian candidate to the Twenty-second Congress (March 4, 1831-March 3, 1833); again a member of the State house of representatives 1835-1840 and served as speaker in 1840; chief burgess of Sunbury in 1837; member of the school board; unsuccessful candidate for the Democratic nomination for Governor of Pennsylvania in 1840; died in Sunbury, Northumberland County, Pa., on April 26, 1852; interment in Sunbury Cemetery."
D000293,Daniel,Dewey,,,1766.0,1815.0,1,['Representative'],['MA'],['Federalist'],13-13,"DEWEY, Daniel
1766 – 1815
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
13th(1813 – 1814)
State / Territory
Massachusetts
Position
Representative
Party
Federalist
DEWEY, Daniel, a Representative from Massachusetts; born in Sheffield, Mass., January 29, 1766; attended Yale College; studied law; was admitted to the bar in 1787 and commenced practice in Williamstown, Mass.; treasurer of Williams College, Williamstown, Mass., 1798-1814; member of the Governor's council 1809-1812; elected as a Federalist to the Thirteenth Congress and served from March 4, 1813, until February 24, 1814, when he resigned, having been assigned to a judicial position; appointed by Governor Strong an associate judge of the supreme court of Massachusetts on February 24, 1814, and served until his death in Williamstown, Mass., May 26, 1815; interment in West Lawn Cemetery."
D000296,Samuel,Dexter,,,1761.0,1816.0,2,"['Senator', 'Representative']",['MA'],['Federalist'],3-6,"DEXTER, Samuel
1761 – 1816
Biography
Congresses
Bibliography
Research Collections
Library of Congress
2 US Congresses Served
House Years of Service
3rd(1793 – 1795)
Senate Years of Service
6th(1799 – 1800)
State / Territory
Massachusetts
2 Positions
Representative
Senator
Party
Federalist
DEXTER, Samuel, a Representative and a Senator from Massachusetts; born in Boston, Mass., on May 14, 1761; graduated from Harvard College in 1781; studied law; admitted to the bar in 1784 and commenced practice in Lunenburg, Mass.; member, State house of representatives 1788-1790; elected to the Third Congress (March 4, 1793-March 3, 1795); elected as a Federalist to the United States Senate and served from March 4, 1799, until May 30, 1800, when he resigned to enter the Cabinet; appointed Secretary of War by President John Adams 1800; appointed Secretary of the Treasury 1801; resumed the practice of law in Washington, D.C.; moved to Boston, Mass., in 1805 and continued the practice of law; declined the appointment of Minister to Spain in 1815; unsuccessful candidate for Governor in 1816; died in Athens, Greene County, N.Y., May 4, 1816; interment in Mount Auburn Cemetery, Cambridge, Mass."
D000306,Samuel,Dickens,,,,1840.0,1,['Representative'],['NC'],['Democratic Republican'],14-14,"DICKENS, Samuel
Birth Date Unknown – 1840
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
14th(1815 – 1817)
State / Territory
North Carolina
Position
Representative
Party
Democratic Republican
DICKENS, Samuel, a Representative from North Carolina; born near Roxboro, Person County, N.C., birth date unknown; pursued an academic course; member of the North Carolina state house of commons, 1813-1815 and 1818; elected as a Democratic Republican to the Fourteenth Congress to fill the vacancy caused by the death of United States Representative Richard Stanford (December 2, 1816-March 3, 1817); moved to Madison County, Tenn., in 1820; died in Madison County in 1840."
D000308,Mahlon,Dickerson,,,1770.0,1853.0,8,['Senator'],['NJ'],"['Democratic Republican', 'Jacksonian', 'Crawford Republican']",15-22,"DICKERSON, Mahlon
1770 – 1853
Biography
Congresses
Bibliography
Research Collections
Courtesy U.S. Senate Historical Office
8 US Congresses Served
Senate Years of Service
15th – 19th(1817 – 1827)
20th – 22nd(1829 – 1833)
State / Territory
New Jersey
Position
Senator
3 Parties
Democratic Republican
Crawford Republican
Jacksonian
DICKERSON, Mahlon, (Brother of Philemon Dickerson), a Senator from New Jersey; born in Hanover, N.J., April 17, 1770; educated by private tutors and graduated from the College of New Jersey (now Princeton University) in 1789; studied law; admitted to the bar in 1793; during the Whiskey Rebellion served as a private in the Second Regiment Cavalry, New Jersey Detached Militia; settled in Philadelphia, Pa., and was admitted to practice in the Pennsylvania courts in 1797; State commissioner of bankruptcy in 1802; adjutant general of Pennsylvania 1805-1808; recorder of the city 1808-1810; moved to Morris County, N.J., in 1810; member, State general assembly 1811-1813; law reporter for the State supreme court 1813-1814; justice of the State supreme court 1813-1815; Governor of New Jersey 1815-1817; elected as a Democratic Republican (later Crawford Republican and Jacksonian) to the United States Senate in 1816; reelected in 1823 and served from March 4, 1817, to January 30, 1829, when he resigned; immediately reelected to fill the vacancy caused by the resignation of Ephraim Bateman and served from January 30, 1829, to March 3, 1833; chairman, Committee on Library (Fifteenth Congress), Committee on Commerce and Manufactures (Sixteenth through Eighteenth Congresses), Committee on Manufactures (Nineteenth through Twenty-second Congresses); member, State council 1833, and served as its vice president; declined appointment as Minister to Russia in 1834; appointed Secretary of the Navy by President Andrew Jackson; reappointed by President Martin Van Buren and served from June 1834 to June 1838; United States district judge for New Jersey in 1840; delegate to the State constitutional convention of 1844; died in Succasunna, Morris County, N.J., October 5, 1853; interment in the Presbyterian Cemetery."
D000309,Philemon,Dickerson,,,1788.0,1862.0,3,['Representative'],['NJ'],"['Democrat', 'Jacksonian']",23-26,"DICKERSON, Philemon
1788 – 1862
Biography
Congresses
Bibliography
Research Collections
3 US Congresses Served
House Years of Service
23rd – 24th(1833 – 1837)
26th(1839 – 1841)
State / Territory
New Jersey
Position
Representative
2 Parties
Jacksonian
Democrat
DICKERSON, Philemon, (brother of Mahlon Dickerson), a Representative from New Jersey; born in Succasunna, Morris County, N.J., January 11, 1788; pursued classical studies, and graduated from the University of Pennsylvania at Philadelphia in 1808; studied law; admitted to the bar in 1813 and commenced practice in Paterson, N.J., the same year; admitted as a counselor in 1817; member of the State general assembly from Essex County in 1821 and 1822; elected as a Jacksonian candidate to the Twenty-third and Twenty-fourth Congresses and served from March 4, 1833, until November 3, 1836, when he resigned, having been chosen Governor by the legislature; served as Governor and ex officio chancellor from November 3, 1836, to October 27, 1837; appointed sergeant at law in 1834, being the last person in New Jersey to hold that title; elected as a Democrat to the Twenty-sixth Congress (March 4, 1839-March 3, 1841); unsuccessful candidate for reelection to the Twenty-seventh Congress; appointed judge of the United States District Court for the District of New Jersey on March 2, 1841, and served until his death; president of the city council of Paterson, N.J., in 1851; died in Paterson, N.J., December 10, 1862; interment in Cedar Lawn Cemetery."
D000318,David,Dickinson,W.,,1808.0,1845.0,2,['Representative'],['TN'],"['Whig', 'Jacksonian']",23-28,"DICKINSON, David W.
1808 – 1845
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
23rd(1833 – 1835)
28th(1843 – 1845)
State / Territory
Tennessee
Position
Representative
2 Parties
Jacksonian
Whig
DICKINSON, David W., (nephew of William Hardy Murfree), a Representative from Tennessee; born in Franklin, Tenn., June 10, 1808; completed preparatory studies and graduated from the University of North Carolina at Chapel Hill; studied law; admitted to the bar and practiced; elected as a Jacksonian candidate to the Twenty-third Congress (March 4, 1833-March 3, 1835); elected as a Whig to the Twenty-eighth Congress (March 4, 1843-March 3, 1845); was unable to attend the last session of Congress on account of his failing health; died at ""Grantland,"" his father's home, near Murfreesboro, Rutherford County, Tenn., on April 27, 1845; interment in the family burying ground on the estate."
D000322,John,Dickinson,Dean,,1767.0,1841.0,4,['Representative'],['NY'],"['Adams', 'Federalist', 'Anti-Jacksonian']",16-21,"DICKINSON, John Dean
1767 – 1841
Biography
Congresses
Bibliography
Research Collections
Image courtesy of Library of Congress.
4 US Congresses Served
House Years of Service
16th – 17th(1819 – 1823)
20th – 21st(1827 – 1831)
State / Territory
New York
Position
Representative
3 Parties
Federalist
Adams
Anti-Jacksonian
DICKINSON, John Dean, a Representative from New York; born in Middletown, Conn., June 28, 1767; completed preparatory studies, and graduated from Yale College in 1785; moved to Lansingburg, Rensselaer County, N.Y., in 1790; was admitted to the bar in April 1791 and commenced the practice of law in Lansingburg; moved to Troy, N.Y.; served as president of the Farmers' Bank of Troy, N.Y., from its foundation in 1801 until his death; a director and founder of the Rensselaer & Saratoga Insurance Co. in 1814; member of the State assembly from November 1816 to April 1817; first president of the Troy Lyceum of Natural History in 1818; elected as a Federalist to the Sixteenth and Seventeenth Congresses (March 4, 1819-March 3, 1823); one of the original trustees of the Rensselaer Polytechnic Institute in 1824; member of the committee which received Lafayette on his visits to Troy in 1824 and 1825; elected as an Adams candidate to the Twentieth Congress and reelected as an Anti-Jacksonian candidate to the Twenty-first Congress (March 4, 1827-March 3, 1831); resumed the practice of law in Troy, N.Y., and died there January 28, 1841; interment in Oakwood Cemetery."
D000324,Philemon,Dickinson,,,1739.0,1809.0,3,"['Senator', 'Delegate']","['DE', 'NJ']",['Pro-Administration'],1-2,"DICKINSON, Philemon
1739 – 1809
Biography
Congresses
Bibliography
Research Collections
Rutgers University Archives
2 US Congresses Served
Senate Years of Service
1st – 2nd(1790 – 1793)
2 State / Territory
Delaware
New Jersey
2 Positions
Delegate
Senator
Party
Pro-Administration
DICKINSON, Philemon, (brother of John Dickinson), a Delegate from Delaware and a Senator from New Jersey; born at 'Crosia-dore,' near Trappe, Talbot County, Md., April 5, 1739; moved with his parents to Dover, Del., in 1740, where he received his education from a private tutor; graduated in the first class of the University of Pennsylvania at Philadelphia in 1759; superintended his father's estates in Delaware until 1760; studied law in Philadelphia; admitted to the bar, but never practiced; moved to Trenton, N.J., in 1767; delegate to the New Jersey Provincial Congress in 1776; served in the Revolutionary War as a brigadier general in 1776, and, in 1777, major general commanding the New Jersey Militia; Delegate to the Confederation Congress from Delaware, 1782-1783; member of the commission to choose a site for the national capital in 1784; elected to the United States Senate from New Jersey to fill the vacancy caused by the resignation of William Paterson and served from November 23, 1790, to March 3, 1793; was not a candidate for renomination; devoted his time to the care of his estates; died at his home, 'The Hermitage,' near Trenton, N.J., February 4, 1809; interment in the Friends Meeting House Burying Ground, Trenton, N.J."
D000330,John,Dickson,,,1783.0,1852.0,2,['Representative'],['NY'],['Anti-Masonic'],22-23,"DICKSON, John
1783 – 1852
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
22nd – 23rd(1831 – 1835)
State / Territory
New York
Position
Representative
Party
Anti-Masonic
DICKSON, John, a Representative from New York; born in Keene, N.H., June 1, 1783; was graduated from Middlebury (Vt.) College in 1808; studied law; was admitted to the bar in 1812 and commenced practice in West Bloomfield, N.Y.; member of the State assembly in 1829 and 1830; elected as an Anti-Mason to the Twenty-second and Twenty-third Congresses (March 4, 1831-March 3, 1835); chairman, Committee on Revisal and Unfinished Business (Twenty-third Congress); resumed the practice of law in West Bloomfield, Ontario County, N.Y., where he died February 22, 1852; interment in Pioneer Cemetery."
D000331,Joseph,Dickson,,,1745.0,1825.0,1,['Representative'],['NC'],['Federalist'],6-6,"DICKSON, Joseph
1745 – 1825
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
6th(1799 – 1801)
State / Territory
North Carolina
Position
Representative
Party
Federalist
DICKSON, Joseph, a Representative from North Carolina; born in Chester County, Pa., in April 1745; moved with his parents to Rowan County, N.C., and was reared and educated there; engaged in cotton and tobacco planting; served in the Revolutionary War; member of the committee of safety of Rowan County in 1775; commissioned captain in the Colonial Army the same year; served under Colonel McDowell in 1780, and at the Battle of Kings Mountain as major of the ""Lincoln County Men""; clerk of Lincoln County Court in 1781; member of the North Carolina state senate 1788-1795, and during this time was appointed one of a commission to establish the University of North Carolina at Chapel Hill; elected as a Federalist to the Sixth Congress (March 4, 1799-March 3, 1801); moved to Tennessee in 1803 and settled in that portion of Davidson County which subsequently became Rutherford County; member of the Tennessee state house of representatives 1807-1811 and served as speaker the last two years; died in Rutherford County, Tenn., April 14, 1825; interment on his plantation northeast of Murfreesboro, Tenn."
D000333,William,Dickson,,,1770.0,1816.0,3,['Representative'],['TN'],['Democratic Republican'],7-9,"DICKSON, William
1770 – ca. 1816
Biography
Congresses
Bibliography
Research Collections
3 US Congresses Served
House Years of Service
7th – 9th(1801 – 1807)
State / Territory
Tennessee
Position
Representative
Party
Democratic Republican
DICKSON, William, a Representative from Tennessee; born in Duplin County, N.C., May 5, 1770; educated at Grove Academy, Kenansville, N.C.; moved with his parents to Tennessee in 1795; studied medicine and practiced in Nashville for many years; member of the State house of representatives 1799-1803 and served as speaker; elected as a Democratic Republican to the Seventh, Eighth, and Ninth Congresses (March 4, 1801-March 3, 1807); trustee of the University of Nashville 1806-1816; died in Nashville, Tenn., in February 1816; interment in a rural cemetery near Nashville."
D000342,William,Dietz,,,1778.0,1848.0,1,['Representative'],['NY'],['Jacksonian'],19-19,"DIETZ, William
1778 – 1848
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
19th(1825 – 1827)
State / Territory
New York
Position
Representative
Party
Jacksonian
DIETZ, William, a Representative from New York; born in Schoharie, N.Y., June 28, 1778; attended the district schools; engaged in agricultural pursuits; town clerk in 1804 and 1805; supervisor of Schoharie in 1812; served in the State assembly in 1814, 1815, and 1823; elected as a Jacksonian candidate to the Nineteenth Congress (March 4, 1825-March 3, 1827); member of the State senate 1830-1833; resumed agricultural pursuits; colonel of the militia; died in Schoharie, Schoharie County, N.Y., on August 24, 1848; interment in St. Paul's Lutheran Cemetery."
D000357,Samuel,Dinsmoor,,,1766.0,1835.0,1,['Representative'],['NH'],['Democratic Republican'],12-12,"DINSMOOR, Samuel
1766 – 1835
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
12th(1811 – 1813)
State / Territory
New Hampshire
Position
Representative
Party
Democratic Republican
DINSMOOR, Samuel, a Representative from New Hampshire; born in Windham, N.H., July 1, 1766; pursued classical studies; was graduated from Dartmouth College, Hanover, N.H., in 1789; studied law; was admitted to the bar and commenced practice in Keene, N.H.; elected as a Democratic Republican to the Twelfth Congress (March 4, 1811-March 3, 1813); unsuccessful candidate for reelection in 1812 to the Thirteenth Congress; State councilor in 1821; judge of probate of Cheshire County 1823-1831; member of the commission to establish the boundary line between the States of New Hampshire and Massachusetts in 1825; Governor of New Hampshire 1831-1833; died in Keene, Cheshire County, N.H., March 15, 1835; interment in Washington Street Cemetery."
D000391,Philip,Doddridge,,,1773.0,1832.0,2,['Representative'],['VA'],['Anti-Jacksonian'],21-22,"DODDRIDGE, Philip
1773 – 1832
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
21st – 22nd(1830 – 1832)
State / Territory
Virginia
Position
Representative
Party
Anti-Jacksonian
DODDRIDGE, Philip, a Representative from Virginia; born in Bedford County, Va., May 17, 1773; reared on a farm; moved to Brooke County, Va. (now West Virginia); schooled in Wellsburg (then Charleston), Va. (now West Virginia); studied law and was admitted to the bar in 1797; member, State senate, 1804-1809; member of the house of delegates of Virginia in 1815, 1816, 1822, 1823, 1828, and 1829; delegate to the Virginia constitutional convention in 1829; unsuccessful candidate for election in 1822 to the Eighteenth Congress and in 1824 to the Nineteenth Congress; elected as an Anti-Jacksonian candidate to the Twenty-first and Twenty-second Congresses and served from March 4, 1829, until his death in Washington, D.C., November 19, 1832; chairman, Committee on District of Columbia (Twenty-first and Twenty-second Congresses); interment in the Congressional Cemetery."
D000437,Clement,Dorsey,,,1778.0,1848.0,3,['Representative'],['MD'],"['Adams', 'Anti-Jacksonian']",19-21,"DORSEY, Clement
1778 – 1848
Biography
Congresses
Bibliography
Research Collections
3 US Congresses Served
House Years of Service
19th – 21st(1825 – 1831)
State / Territory
Maryland
Position
Representative
2 Parties
Adams
Anti-Jacksonian
DORSEY, Clement, a Representative from Maryland; born near Oaklands in Anne Arundel County, Md., in 1778; attended St. John's College, Annapolis, Md.; studied law; was admitted to the bar and commenced practice; major in the Maryland Militia 1812-1818; elected as an Adams candidate to the Nineteenth and the succeeding Congress; reelected as an Anti-Jacksonian candidate to the Twenty-first Congress (March 4, 1825-March 3, 1831); resumed the practice of law; unsuccessful candidate for election in 1832 to the Twenty-third Congress; judge of the fifth circuit court of Maryland until his death in Leonardtown, St. Mary's County, Md., August 6, 1848; interment in a private burial ground at ""Summerseat,"" near Laurel Grove, Md."
D000444,Ulysses,Doubleday,Freeman,,1792.0,1866.0,2,['Representative'],['NY'],['Jacksonian'],22-24,"DOUBLEDAY, Ulysses Freeman
1792 – 1866
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
22nd(1831 – 1833)
24th(1835 – 1837)
State / Territory
New York
Position
Representative
Party
Jacksonian
DOUBLEDAY, Ulysses Freeman, a Representative from New York; born in Otsego County, N.Y., December 15, 1792; received a limited schooling; learned the art of printing and worked as a printer in Cooperstown, Utica, and Albany, N.Y.; served at Sackets Harbor in the War of 1812; established the Saratoga Courier at Ballston Spa; moved to Auburn, N.Y., where he published the Cayuga Patriot 1819-1839; elected as a Jacksonian candidate to the Twenty-second Congress (March 4, 1831-March 3, 1833); appointed inspector of Auburn Prison in 1834; elected as a Jacksonian candidate to the Twenty-fourth Congress (March 4, 1835-March 3, 1837); engaged in agricultural pursuits in Scipio, N.Y., 1837-1846; moved to New York City and engaged in mercantile pursuits 1846-1860; died on March 11, 1866, in Bloomington, Ill.; interment in the Bloomington Township Old City Cemetery, Bloomington, Ill."
D000477,Edward,Dowse,,,1756.0,1828.0,1,['Representative'],['MA'],['Democratic Republican'],16-16,"DOWSE, Edward
1756 – 1828
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
16th(1819 – 1820)
State / Territory
Massachusetts
Position
Representative
Party
Democratic Republican
DOWSE, Edward, a Representative from Massachusetts; born in Charlestown, Mass., October 22, 1756; moved to Dedham, Mass.; after the Revolution was a shipmaster and engaged in the East Indian and China carrying trade; elected as a Democratic Republican to the Sixteenth Congress and served from March 4, 1819, until May 26, 1820, when he resigned; died in Dedham, Mass., September 3, 1828; interment in the Old Cemetery."
D000485,John,Drake,Reuben,,1782.0,1857.0,1,['Representative'],['NY'],['Democratic Republican'],15-15,"DRAKE, John Reuben
1782 – 1857
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
15th(1817 – 1819)
State / Territory
New York
Position
Representative
Party
Democratic Republican
DRAKE, John Reuben, a Representative from New York; born in Pleasant Valley, Dutchess County, N.Y., November 28, 1782; completed preparatory studies; engaged in mercantile and agricultural pursuits; supervisor of the town of Owego in 1813; first judge of Broome County 1815-1823; member of the State assembly 1817-1819; elected as a Democratic Republican to the Fifteenth Congress (March 4, 1817-March 3, 1819); judge of the court of common pleas for Tioga County 1833-1838; member of the State assembly in 1834; president of Owego village 1841-1845; died in Owego, Tioga County, N.Y., on March 21, 1857; interment in Evergreen Cemetery."
D000487,Joseph,Draper,,,1794.0,1834.0,2,['Representative'],['VA'],['Jacksonian'],21-22,"DRAPER, Joseph
1794 – 1834
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
21st(1830 – 1831)
22nd(1832 – 1833)
State / Territory
Virginia
Position
Representative
Party
Jacksonian
DRAPER, Joseph, a Representative from Virginia; born in Draper Valley, Wythe (now Pulaski) County, Va., December 25, 1794; attended private schools; studied law; was admitted to the bar in 1818 and commenced practice in Wytheville, Wythe County, Va.; served as a private in the War of 1812; member of the State senate 1828-1830; elected as a Jacksonian candidate to the Twenty-first Congress to fill the vacancy caused by the death of Alexander Smyth and served from December 6, 1830, to March 3, 1831; unsuccessfully contested the election of Charles C. Johnston to the Twenty-second Congress; subsequently elected as a Jacksonian candidate to the Twenty-second Congress to fill the vacancy caused by the death of Charles C. Johnston and served from December 6, 1832, to March 3, 1833; was not a candidate for renomination; resumed the practice of law until his death in Wytheville, Va., June 10, 1834; interment in a private cemetery known as Oglesbies Cemetery, Drapers Valley, Va."
D000490,William,Drayton,,,1776.0,1846.0,4,['Representative'],['SC'],['Jacksonian'],19-22,"DRAYTON, William
1776 – 1846
Biography
Congresses
Bibliography
Research Collections
4 US Congresses Served
House Years of Service
19th – 22nd(1825 – 1833)
State / Territory
South Carolina
Position
Representative
Party
Jacksonian
DRAYTON, William, a Representative from South Carolina; born in St. Augustine, Fla., December 30, 1776; attended preparatory schools in England; returned to the United States in 1790 and settled in Charleston, S.C.; studied law; was admitted to the bar December 12, 1797, and commenced practice in Charleston; member of the South Carolina state house of representatives, 1806-1808; entered the United States Army as lieutenant colonel of the Tenth Infantry March 12, 1812; became colonel of the Eighteenth Infantry July 25, 1812; inspector general August 1, 1814, and served throughout the War of 1812; resumed the practice of law in Charleston; recorder of Charleston, 1819-1824; elected as a Jacksonian candidate to the Nineteenth Congress to fill the vacancy caused by the resignation of Joel R. Poinsett, and reelected to the three succeeding Congresses (May 17, 1825-March 3, 1833); chairman, Committee on Military Affairs (Twentieth through Twenty-second Congresses); declined the appointment of Secretary of War in the Cabinet of President Jackson and also as Minister to England; opposed nullification in 1830; moved to Philadelphia, Pa., in August 1833; president of the Bank of the United States in 1840 and 1841; died in Philadelphia, Pa., May 24, 1846; interment in Laurel Hill Cemetery."
D000511,Charles,Dudley,Edward,,1780.0,1841.0,3,['Senator'],['NY'],['Jacksonian'],20-22,"DUDLEY, Charles Edward
1780 – 1841
Biography
Congresses
Bibliography
Research Collections
Courtesy U.S. Senate Historical Office
3 US Congresses Served
Senate Years of Service
20th – 22nd(1829 – 1833)
State / Territory
New York
Position
Senator
Party
Jacksonian
DUDLEY, Charles Edward, a Senator from New York; born in Johnston Hall, Staffordshire, England, May 23, 1780; immigrated to the United States with his mother, who settled in Newport, R.I., in 1794; entered a counting room as clerk; moved to Albany, N.Y., where he engaged in the mercantile business; member of the State senate 1820-1825; mayor of Albany 1821-1824, 1828-1829; elected to the United States Senate to fill the vacancy caused by the resignation of Martin Van Buren and served from January 15, 1829, to March 3, 1833; became interested in astronomical science; died in Albany, N.Y., January 23, 1841; interment in the Rural Cemetery."
D000512,Edward,Dudley,Bishop,,1789.0,1855.0,1,['Representative'],['NC'],['Jacksonian'],21-21,"DUDLEY, Edward Bishop
1789 – 1855
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
21st(1829 – 1831)
State / Territory
North Carolina
Position
Representative
Party
Jacksonian
DUDLEY, Edward Bishop, a Representative from North Carolina; born near Jacksonville, Onslow County, N.C., December 15, 1789; attended the local academy; member of the State house of commons 1811 and 1813; served in the State senate in 1814; during the War of 1812, served as lieutenant colonel of the Onslow Regiment of Volunteers; member of the State house of commons from Wilmington in 1816 and 1817; elected as a Jacksonian candidate to the Twenty-first Congress to fill the vacancy caused by the death of Gabriel Holmes and served from November 10, 1829, to March 3, 1831; declined to be a candidate for reelection in 1830; again a member of the State house of commons in 1834 and 1835; organized the Wilmington & Weldon Railroad Co. and was its first president; Governor of North Carolina 1837-1841, being the first Governor elected by popular vote instead of by the legislature; resumed his former railroad pursuits; died in Wilmington, N.C., October 30, 1855; interment in Oak Dale Cemetery."
D000535,Joseph,Duncan,,,1794.0,1844.0,4,['Representative'],['IL'],['Jacksonian'],20-23,"DUNCAN, Joseph
1794 – 1844
Biography
Congresses
Bibliography
Research Collections
4 US Congresses Served
House Years of Service
20th – 23rd(1827 – 1834)
State / Territory
Illinois
Position
Representative
Party
Jacksonian
DUNCAN, Joseph, a Representative from Illinois; born in Paris, Bourbon County, Ky., February 22, 1794; pursued classical studies; during the War of 1812 was commissioned ensign in the Seventeenth Infantry; promoted to first lieutenant in the Forty-sixth Infantry July 16, 1814, and returned to the Seventeenth Infantry July 16, 1814; received, by resolution of Congress, February 13, 1835, the testimonial of a sword for his part in the defense of Fort Stephenson, Ohio; moved to Illinois in 1818 and settled in Kaskaskia, later in Jackson County; engaged in agricultural pursuits; justice of the peace in Jackson County 1821-1823; appointed major general of State militia in 1822 and commanded Illinois troops in the Black Hawk War in 1831; member of the Illinois state senate, 1824-1826; elected as a Jacksonian candidate to the Twentieth and to the three succeeding Congresses and served from March 4, 1827, until September 21, 1834, when he resigned, having been elected Governor of Illinois; moved to Jacksonville, Ill., in 1829; Governor of Illinois 1834-1838; unsuccessful candidate for Governor in 1842; lived in retirement until his death in Jacksonville, Morgan County, Ill., January 15, 1844; interment in Diamond Grove Cemetery."
D000544,William,Dunlap,Claiborne,,1798.0,1872.0,2,['Representative'],['TN'],['Jacksonian'],23-24,"DUNLAP, William Claiborne
1798 – 1872
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
23rd – 24th(1833 – 1837)
State / Territory
Tennessee
Position
Representative
Party
Jacksonian
DUNLAP, William Claiborne, a Representative from Tennessee; born in Knoxville, Tenn., February 25, 1798; attended the Ebenezer Academy and Maryville College, Maryville, Tenn., 1813-1817; studied law; admitted to the bar and commenced practice in Knoxville in 1819; served in the Indian campaign in 1818 and 1819; moved to Bolivar, Hardeman County, Tenn., in 1828; held a commission in the United States Volunteers in 1830; elected as a Jacksonian candidate to the Twenty-third and Twenty-fourth Congresses (March 4, 1833-March 3, 1837); unsuccessful candidate for reelection in 1836 to the Twenty-fifth Congress; judge of the Eleventh Circuit Court of Tennessee from 1840 to 1849, when he resigned and resumed the practice of law; member of the State senate in 1851, 1853, and 1857; served in the State house of representatives 1857-1859; died near Memphis, Shelby County, Tenn., November 16, 1872; interment in Elmwood Cemetery, Memphis, Tenn."
D000565,Daniel,Durell,Meserve,,1769.0,1841.0,1,['Representative'],['NH'],['Democratic Republican'],10-10,"DURELL, Daniel Meserve
1769 – 1841
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
10th(1807 – 1809)
State / Territory
New Hampshire
Position
Representative
Party
Democratic Republican
DURELL, Daniel Meserve, a Representative from New Hampshire; born in Lee, N.H., July 20, 1769; was graduated from Dartmouth College, Hanover, N.H., in 1794; studied law; was admitted to the bar in 1797 and commenced practice in Dover, N.H.; elected as a Democratic Republican to the Tenth Congress (March 4, 1807-March 3, 1809); member of the State house of representatives in 1816; chief justice of the district court of common pleas 1816-1821; United States attorney for the district of New Hampshire 1830-1834; resumed the practice of law; died in Dover, Strafford County, N.H., April 29, 1841; interment in Pine Hill Cemetery."
