id,givenName,familyName,middleName,honorificSuffix,birthYear,deathYear,num_terms,positions,states,parties,congress_range
D000324,Philemon,Dickinson,,,1739.0,1809.0,3,"['Senator', 'Delegate']","['DE', 'NJ']",['Pro-Administration'],1-2
D000330,John,Dickson,,,1783.0,1852.0,2,['Representative'],['NY'],['Anti-Masonic'],22-23
D000331,Joseph,Dickson,,,1745.0,1825.0,1,['Representative'],['NC'],['Federalist'],6-6
D000333,William,Dickson,,,1770.0,1816.0,3,['Representative'],['TN'],['Democratic Republican'],7-9
D000342,William,Dietz,,,1778.0,1848.0,1,['Representative'],['NY'],['Jacksonian'],19-19
D000357,Samuel,Dinsmoor,,,1766.0,1835.0,1,['Representative'],['NH'],['Democratic Republican'],12-12
D000391,Philip,Doddridge,,,1773.0,1832.0,2,['Representative'],['VA'],['Anti-Jacksonian'],21-22
D000437,Clement,Dorsey,,,1778.0,1848.0,3,['Representative'],['MD'],"['Adams', 'Anti-Jacksonian']",19-21
D000444,Ulysses,Doubleday,Freeman,,1792.0,1866.0,2,['Representative'],['NY'],['Jacksonian'],22-24
D000477,Edward,Dowse,,,1756.0,1828.0,1,['Representative'],['MA'],['Democratic Republican'],16-16
D000485,John,Drake,Reuben,,1782.0,1857.0,1,['Representative'],['NY'],['Democratic Republican'],15-15
D000487,Joseph,Draper,,,1794.0,1834.0,2,['Representative'],['VA'],['Jacksonian'],21-22
D000490,William,Drayton,,,1776.0,1846.0,4,['Representative'],['SC'],['Jacksonian'],19-22
D000511,Charles,Dudley,Edward,,1780.0,1841.0,3,['Senator'],['NY'],['Jacksonian'],20-22
D000512,Edward,Dudley,Bishop,,1789.0,1855.0,1,['Representative'],['NC'],['Jacksonian'],21-21
D000535,Joseph,Duncan,,,1794.0,1844.0,4,['Representative'],['IL'],['Jacksonian'],20-23
D000544,William,Dunlap,Claiborne,,1798.0,1872.0,2,['Representative'],['TN'],['Jacksonian'],23-24
D000565,Daniel,Durell,Meserve,,1769.0,1841.0,1,['Representative'],['NH'],['Democratic Republican'],10-10
D000568,Job,Durfee,,,1790.0,1847.0,2,['Representative'],['RI'],"['Democratic Republican', 'Adams-Clay Republican']",17-18
D000577,William,Duval,Pope,,1784.0,1854.0,1,['Representative'],['KY'],['Democratic Republican'],13-13
D000578,Gabriel,Duvall,,,1752.0,1844.0,2,['Representative'],['MD'],"['Democratic Republican', 'Anti-Administration']",3-4
D000579,Henry,Dwight,Williams,,1788.0,1845.0,5,['Representative'],['MA'],"['Adams', 'Adams-Clay Federalist', 'Federalist', 'Anti-Jacksonian']",17-21
D000582,Theodore,Dwight,,,1764.0,1846.0,1,['Representative'],['CT'],['Federalist'],9-9
D000583,Thomas,Dwight,,,1758.0,1819.0,1,['Representative'],['MA'],['Federalist'],8-8
D000584,Justin,Dwinell,,,1785.0,1850.0,1,['Representative'],['NY'],['Crawford Republican'],18-18
E000002,Samuel,Eager,Watkins,,1789.0,1860.0,1,['Representative'],['NY'],['Anti-Jacksonian'],21-21
E000007,Elias,Earle,,,1762.0,1823.0,5,['Representative'],['SC'],['Democratic Republican'],9-16
E000008,John,Earle,Baylis,,1766.0,1836.0,1,['Representative'],['SC'],['Democratic Republican'],8-8
E000010,Samuel,Earle,,,1760.0,1833.0,1,['Representative'],['SC'],['Democratic Republican'],4-4
E000011,Jonas,Earll,,Jr.,1786.0,1846.0,2,['Representative'],['NY'],['Jacksonian'],20-21
E000014,Peter,Early,,,1773.0,1817.0,3,['Representative'],['GA'],['Democratic Republican'],7-9
E000021,Nehemiah,Eastman,,,1782.0,1856.0,1,['Representative'],['NH'],['Adams'],19-19
E000022,Rufus,Easton,,,1774.0,1834.0,2,['Delegate'],['MO'],[],13-14
E000024,John,Eaton,Henry,,1790.0,1856.0,7,['Senator'],['TN'],"['Democratic Republican', 'Jackson Republican', 'Jacksonian']",15-21
E000025,Lewis,Eaton,,,1789.0,1857.0,1,['Representative'],['NY'],['Crawford Republican'],18-18
E000040,Samuel,Eddy,,,1769.0,1839.0,3,['Representative'],['RI'],"['Democratic Republican', 'Adams-Clay Republican']",16-18
E000052,William,Edmond,,,1755.0,1838.0,2,['Representative'],['CT'],['Federalist'],5-6
E000060,Benjamin,Edwards,,,1753.0,1829.0,1,['Representative'],['MD'],['Pro-Administration'],3-3
E000070,Henry,Edwards,Waggaman,,1779.0,1847.0,4,"['Senator', 'Representative']",['CT'],"['Democratic Republican', 'Jackson Republican']",16-19
E000075,John,Edwards,,,1748.0,1837.0,2,['Senator'],['KY'],['Anti-Administration'],2-3
E000078,Ninian,Edwards,,,1775.0,1833.0,4,['Senator'],['IL'],"['Democratic Republican', 'Adams-Clay Republican']",15-18
E000080,Samuel,Edwards,,,1785.0,1850.0,4,['Representative'],['PA'],"['Jackson Federalist', 'Jacksonian', 'Federalist']",16-19
E000083,Weldon,Edwards,Nathaniel,,1788.0,1873.0,6,['Representative'],['NC'],"['Democratic Republican', 'Jacksonian', 'Crawford Republican']",14-19
E000089,George,Ege,,,1748.0,1829.0,2,['Representative'],['PA'],['Federalist'],4-5
E000091,Joseph,Eggleston,,,1754.0,1811.0,2,['Representative'],['VA'],['Democratic Republican'],5-6
E000114,Christopher,Ellery,,,1768.0,1840.0,2,['Senator'],['RI'],['Democratic Republican'],7-8
E000118,Benjamin,Ellicott,,,1765.0,1827.0,1,['Representative'],['NY'],['Democratic Republican'],15-15
E000122,James,Elliot,,,1775.0,1839.0,3,['Representative'],['VT'],['Federalist'],8-10
E000124,John,Elliott,,,1773.0,1827.0,3,['Senator'],['GA'],"['Democratic Republican', 'Crawford Republican']",16-18
E000130,Caleb,Ellis,,,1767.0,1816.0,1,['Representative'],['NH'],['Federalist'],9-9
E000136,Powhatan,Ellis,,,1790.0,1863.0,4,['Senator'],['MS'],['Jacksonian'],19-22
E000137,William,Ellis,Cox,,1787.0,1871.0,2,['Representative'],['PA'],"['Democratic Republican', 'Jackson Federalist']",17-18
E000147,Oliver,Ellsworth,,,1745.0,1807.0,6,"['Senator', 'Delegate']",['CT'],['Pro-Administration'],1-4
E000150,William,Ellsworth,Wolcott,,1791.0,1868.0,3,['Representative'],['CT'],['Anti-Jacksonian'],21-23
E000153,Lucas,Elmendorf,Conrad,,1758.0,1843.0,3,['Representative'],['NY'],['Democratic Republican'],5-7
E000154,Ebenezer,Elmer,,,1752.0,1843.0,3,['Representative'],['NJ'],['Democratic Republican'],7-9
E000155,Jonathan,Elmer,,,1745.0,1817.0,3,"['Senator', 'Delegate']",['NJ'],['Pro-Administration'],1-2
E000168,William,Ely,,,1765.0,1817.0,5,['Representative'],['MA'],['Federalist'],9-13
E000176,James,Emott,,,1771.0,1850.0,2,['Representative'],['NY'],['Federalist'],11-12
E000197,John,Eppes,Wayles,,1773.0,1823.0,7,"['Senator', 'Representative']",['VA'],['Democratic Republican'],8-16
E000209,James,Ervin,,,1778.0,1838.0,2,['Representative'],['SC'],['Democratic Republican'],15-16
E000223,Benjamin,Estil,,,1780.0,1853.0,1,['Representative'],['VA'],['Adams'],19-19
E000230,William,Eustis,,,1753.0,1825.0,4,['Representative'],['MA'],['Democratic Republican'],7-17
E000238,David,Evans,Reid,,1769.0,1843.0,1,['Representative'],['SC'],['Democratic Republican'],13-13
E000241,George,Evans,,,1797.0,1867.0,9,"['Senator', 'Representative']",['ME'],"['Whig', 'Anti-Jacksonian']",21-29
E000248,Joshua,Evans,,Jr.,1777.0,1846.0,2,['Representative'],['PA'],['Jacksonian'],21-22
E000257,Thomas,Evans,,,1755.0,1815.0,2,['Representative'],['VA'],['Federalist'],5-6
E000264,Edward,Everett,,,1794.0,1865.0,6,"['Senator', 'Representative']",['MA'],"['Whig', 'Adams', 'Anti-Jacksonian']",19-33
E000265,Horace,Everett,,,1779.0,1851.0,7,['Representative'],['VT'],"['Whig', 'Anti-Jacksonian']",21-27
E000277,John,Ewing,,,1789.0,1858.0,2,['Representative'],['IN'],"['Whig', 'Anti-Jacksonian']",23-25
E000281,Thomas,Ewing,,,1789.0,1871.0,4,['Senator'],['OH'],['Anti-Jacksonian'],22-31
F000032,Patrick,Farrelly,,,1770.0,1826.0,3,['Representative'],['PA'],"['Democratic Republican', 'Jackson Republican', 'Jacksonian']",17-19
F000036,Samuel,Farrow,,,1759.0,1824.0,1,['Representative'],['SC'],['Democratic Republican'],13-13
F000052,John,Fay,,,1773.0,1855.0,1,['Representative'],['NY'],['Democratic Republican'],16-16
F000054,Paul,Fearing,,,1762.0,1822.0,1,['Delegate'],['OH'],['Federalist'],7-7
F000064,John,Felder,Myers,,1782.0,1851.0,2,['Representative'],['SC'],"['Jacksonian', 'Nullifier']",22-23
F000074,James,Fenner,,,1771.0,1846.0,2,['Senator'],['RI'],['Democratic Republican'],9-10
F000090,Charles,Ferris,Goadsby,,1796.0,1848.0,2,['Representative'],['NY'],"['Democrat', 'Jacksonian']",23-27
F000100,William,Few,,,1748.0,1828.0,4,"['Senator', 'Delegate']",['GA'],['Anti-Administration'],1-2
F000115,Millard,Fillmore,,,1800.0,1874.0,4,['Representative'],['NY'],"['Whig', 'Anti-Masonic']",23-27
F000117,Isaac,Finch,,,1783.0,1845.0,1,['Representative'],['NY'],['Anti-Jacksonian'],21-21
F000119,James,Findlay,,,1770.0,1835.0,4,['Representative'],['OH'],['Jacksonian'],19-22
F000120,John,Findlay,,,1766.0,1838.0,3,['Representative'],['PA'],"['Democratic Republican', 'Jackson Republican', 'Jacksonian']",17-19
F000122,William,Findlay,,,1768.0,1846.0,3,['Senator'],['PA'],"['Democratic Republican', 'Jackson Republican', 'Jacksonian']",17-19
F000124,William,Findley,,,1741.0,1821.0,11,['Representative'],['PA'],"['Democratic Republican', 'Anti-Administration']",2-14
F000144,Charles,Fisher,,,1789.0,1849.0,3,['Representative'],['NC'],"['Democratic Republican', 'Democrat']",15-26
F000146,George,Fisher,,,1788.0,1861.0,1,['Representative'],['NY'],['Anti-Jacksonian'],21-21
F000154,James,Fisk,,,1763.0,1844.0,5,"['Senator', 'Representative']",['VT'],['Democratic Republican'],9-15
F000155,Jonathan,Fisk,,,1778.0,1832.0,3,['Representative'],['NY'],['Democratic Republican'],11-14
F000156,Asa,Fitch,,,1765.0,1843.0,1,['Representative'],['NY'],['Federalist'],12-12
F000168,William,Fitzgerald,,,1799.0,1864.0,1,['Representative'],['TN'],['Jacksonian'],22-22
F000178,Thomas,Fitzsimons,,,1741.0,1811.0,4,"['Delegate', 'Representative']",['PA'],['Pro-Administration'],1-3
F000204,Thomas,Fletcher,,,1779.0,,1,['Representative'],['KY'],['Democratic Republican'],14-14
F000221,John,Floyd,,,1783.0,1837.0,6,['Representative'],['VA'],"['Democratic Republican', 'Jacksonian', 'Crawford Republican']",15-20
F000220,John,Floyd,,,1769.0,1839.0,1,['Representative'],['GA'],['Jacksonian'],20-20
F000224,William,Floyd,,,1734.0,1821.0,4,"['Delegate', 'Representative']",['NY'],['Anti-Administration'],1-2
F000242,Walter,Folger,,Jr.,1765.0,1849.0,2,['Representative'],['MA'],['Democratic Republican'],15-16
F000247,Samuel,Foot,Augustus,,1780.0,1846.0,6,"['Senator', 'Representative']",['CT'],"['Democratic Republican', 'Adams', 'Adams-Clay Republican', 'Anti-Jacksonian']",16-23
F000249,Charles,Foote,Augustus,,1785.0,1828.0,1,['Representative'],['NY'],['Crawford Republican'],18-18
F000263,James,Ford,,,1783.0,1859.0,2,['Representative'],['PA'],['Jacksonian'],21-22
F000269,William,Ford,Donnison,,1779.0,1833.0,1,['Representative'],['NY'],['Democratic Republican'],16-16
F000273,John,Forester,B.,,,1845.0,2,['Representative'],['TN'],"['Jacksonian', 'Anti-Jacksonian']",23-24
F000278,Daniel,Forney,Munroe,,1784.0,1847.0,2,['Representative'],['NC'],['Democratic Republican'],14-15
F000279,Peter,Forney,,,1756.0,1834.0,1,['Representative'],['NC'],['Democratic Republican'],13-13
F000281,Thomas,Forrest,,,1747.0,1825.0,2,['Representative'],['PA'],['Federalist'],16-17
F000282,Uriah,Forrest,,,1756.0,1805.0,2,"['Delegate', 'Representative']",['MD'],['Pro-Administration'],1-3
F000284,John,Forsyth,,,1780.0,1841.0,10,"['Senator', 'Representative']",['GA'],"['Democratic Republican', 'Jacksonian', 'Crawford Republican']",13-23
F000289,Tomlinson,Fort,,,1787.0,1859.0,1,['Representative'],['GA'],['Jacksonian'],20-20
F000290,Chauncey,Forward,,,1793.0,1839.0,3,['Representative'],['PA'],['Jacksonian'],19-21
F000291,Walter,Forward,,,1786.0,1852.0,2,['Representative'],['PA'],"['Democratic Republican', 'Jackson Republican']",17-18
F000292,Nicoll,Fosdick,,,1785.0,1868.0,1,['Representative'],['NY'],['Adams'],19-19
F000297,Abiel,Foster,,,1735.0,1806.0,6,"['Delegate', 'Representative']",['NH'],"['Pro-Administration', 'Federalist']",1-7
F000301,Dwight,Foster,,,1757.0,1823.0,6,"['Senator', 'Representative']",['MA'],['Federalist'],3-7
F000313,Theodore,Foster,,,1752.0,1828.0,7,['Senator'],['RI'],"['Pro-Administration', 'Federalist']",1-7
F000314,Thomas,Foster,Flournoy,,1790.0,1848.0,4,['Representative'],['GA'],"['Whig', 'Jacksonian']",21-27
F000322,John,Fowler,,,1755.0,1840.0,5,['Representative'],['KY'],['Democratic Republican'],5-9
F000327,Samuel,Fowler,,,1779.0,1844.0,2,['Representative'],['NJ'],['Jacksonian'],23-24
F000344,Jesse,Franklin,,,1760.0,1823.0,7,"['Senator', 'Representative']",['NC'],['Democratic Republican'],4-12
F000346,Meshack,Franklin,,,1772.0,1839.0,4,['Representative'],['NC'],['Democratic Republican'],10-13
F000364,Jonathan,Freeman,,,1745.0,1808.0,2,['Representative'],['NH'],['Federalist'],5-6
F000365,Nathaniel,Freeman,,Jr.,1766.0,1800.0,2,['Representative'],['MA'],"['Democratic Republican', 'Federalist']",4-5
F000368,Frederick,Frelinghuysen,,,1753.0,1804.0,3,"['Senator', 'Delegate']",['NJ'],['Pro-Administration'],2-4
F000373,Theodore,Frelinghuysen,,,1787.0,1862.0,3,['Senator'],['NJ'],['Anti-Jacksonian'],21-23
F000389,Eligius,Fromentin,,,,1822.0,3,['Senator'],['LA'],['Democratic Republican'],13-15
F000391,Joel,Frost,,,1765.0,1827.0,1,['Representative'],['NY'],['Crawford Republican'],18-18
F000397,Joseph,Fry,,Jr.,1781.0,1860.0,2,['Representative'],['PA'],['Jacksonian'],20-21
F000411,Philo,Fuller,Case,,1787.0,1855.0,2,['Representative'],['NY'],"['Anti-Jacksonian', 'Anti-Masonic']",23-24
F000413,Timothy,Fuller,,,1778.0,1835.0,4,['Representative'],['MA'],"['Democratic Republican', 'Adams-Clay Republican']",15-18
F000415,William,Fuller,Kendall,,1792.0,1883.0,2,['Representative'],['NY'],['Jacksonian'],23-24
F000416,David,Fullerton,,,1772.0,1843.0,1,['Representative'],['PA'],['Democratic Republican'],16-16
F000423,John,Fulton,Hall,,,1836.0,1,['Representative'],['VA'],['Jacksonian'],23-23
G000003,Joshua,Gage,,,1763.0,1831.0,1,['Representative'],['MA'],['Democratic Republican'],15-15
G000005,John,Gaillard,,,1765.0,1826.0,12,['Senator'],['SC'],"['Democratic Republican', 'Jacksonian', 'Crawford Republican']",8-19
G000010,Nathan,Gaither,,,1788.0,1862.0,2,['Representative'],['KY'],['Jacksonian'],21-22
G000011,John,Galbraith,,,1794.0,1860.0,3,['Representative'],['PA'],"['Democrat', 'Jacksonian']",23-26
G000012,George,Gale,,,1756.0,1815.0,1,['Representative'],['MD'],['Pro-Administration'],1-1
G000013,Levin,Gale,,,1784.0,1834.0,1,['Representative'],['MD'],['Jacksonian'],20-20
G000020,Albert,Gallatin,,,1761.0,1849.0,3,['Representative'],['PA'],['Democratic Republican'],4-6
G000033,Roger,Gamble,Lawson,,1787.0,1847.0,2,['Representative'],['GA'],"['Whig', 'Jacksonian']",23-27
G000039,Barzillai,Gannett,,,1764.0,,1,['Representative'],['MA'],['Democratic Republican'],11-11
G000049,Barent,Gardenier,,,1776.0,1822.0,2,['Representative'],['NY'],['Federalist'],10-11
G000052,Francis,Gardner,,,1771.0,1835.0,1,['Representative'],['NH'],['Democratic Republican'],10-10
G000054,Gideon,Gardner,,,1759.0,1832.0,1,['Representative'],['MA'],['Democratic Republican'],11-11
G000066,David,Garland,Shepherd,,1769.0,1841.0,1,['Representative'],['VA'],['Democratic Republican'],11-11
G000070,Rice,Garland,,,1795.0,1861.0,4,['Representative'],['LA'],"['Whig', 'Anti-Jacksonian']",23-26
G000075,James,Garnett,Mercer,,1770.0,1843.0,2,['Representative'],['VA'],['Democratic Republican'],9-10
G000077,Robert,Garnett,Selden,,1789.0,1840.0,5,['Representative'],['VA'],"['Democratic Republican', 'Jacksonian', 'Crawford Republican']",15-19
G000078,Daniel,Garnsey,Greene,,1779.0,1851.0,2,['Representative'],['NY'],['Adams'],19-20
G000083,Daniel,Garrison,,,1782.0,1851.0,2,['Representative'],['NJ'],"['Jackson Republican', 'Jacksonian']",18-19
G000085,Nathaniel,Garrow,,,1780.0,1841.0,1,['Representative'],['NY'],['Jacksonian'],20-20
G000096,William,Gaston,,,1778.0,1844.0,2,['Representative'],['NC'],['Federalist'],13-14
G000099,Alfred,Gatlin,Moore,,1790.0,1841.0,1,['Representative'],['NC'],['Crawford Republican'],18-18
G000109,James,Gazlay,William,,1784.0,1874.0,1,['Representative'],['OH'],['Jackson Republican'],18-18
G000114,John,Gebhard,,,1782.0,1854.0,1,['Representative'],['NY'],['Federalist'],17-17
G000116,James,Geddes,,,1763.0,1838.0,1,['Representative'],['NY'],['Federalist'],13-13
G000136,Obadiah,German,,,1766.0,1842.0,3,['Senator'],['NY'],['Democratic Republican'],11-13
G000139,Elbridge,Gerry,,,1744.0,1814.0,4,"['Delegate', 'Representative']",['MA'],['Anti-Administration'],1-2
G000148,James,Gholson,Herbert,,1798.0,1848.0,1,['Representative'],['VA'],['Anti-Jacksonian'],23-23
G000150,Thomas,Gholson,,Jr.,1780.0,1816.0,5,['Representative'],['VA'],['Democratic Republican'],10-14
G000173,Ezekiel,Gilbert,,,1756.0,1841.0,2,['Representative'],['NY'],"['Pro-Administration', 'Federalist']",3-4
G000178,Sylvester,Gilbert,,,1755.0,1846.0,1,['Representative'],['CT'],['Democratic Republican'],15-15
G000183,William,Giles,Branch,,1762.0,1830.0,12,"['Senator', 'Representative']",['VA'],"['Democratic Republican', 'Anti-Administration']",1-13
G000196,James,Gillespie,,,1747.0,1805.0,4,['Representative'],['NC'],"['Democratic Republican', 'Anti-Administration']",3-8
G000200,Ransom,Gillet,Hooker,,1800.0,1876.0,2,['Representative'],['NY'],['Jacksonian'],23-24
G000211,Alexander,Gillon,,,1741.0,1794.0,1,['Representative'],['SC'],['Anti-Administration'],3-3
G000215,Nicholas,Gilman,,,1755.0,1814.0,10,"['Senator', 'Delegate', 'Representative']",['NH'],"['Democratic Republican', 'Pro-Administration', 'Federalist']",1-13
G000216,George,Gilmer,Rockingham,,1790.0,1859.0,3,['Representative'],['GA'],"['Democratic Republican', 'Jacksonian']",17-23
G000222,John,Gilmore,,,1780.0,1845.0,2,['Representative'],['PA'],['Jacksonian'],21-22
G000227,Joseph,Gist,,,1775.0,1836.0,3,['Representative'],['SC'],"['Democratic Republican', 'Jackson Republican', 'Jacksonian']",17-19
G000231,Hugh,Glasgow,,,1769.0,1818.0,2,['Representative'],['PA'],['Democratic Republican'],13-14
G000235,Henry,Glen,,,1739.0,1814.0,4,['Representative'],['NY'],"['Pro-Administration', 'Federalist']",3-6
G000241,John,Gloninger,,,1758.0,1836.0,1,['Representative'],['PA'],['Federalist'],13-13
G000248,Calvin,Goddard,,,1768.0,1842.0,2,['Representative'],['CT'],['Federalist'],7-8
G000257,Thomas,Gold,Ruggles,,1764.0,1827.0,3,['Representative'],['NY'],['Federalist'],11-14
G000261,Charles,Goldsborough,,,1765.0,1834.0,6,['Representative'],['MD'],['Federalist'],9-14
G000264,Robert,Goldsborough,Henry,,1779.0,1836.0,5,['Senator'],['MD'],"['Whig', 'Federalist', 'Anti-Jacksonian']",13-24
G000279,Samuel,Goode,,,1756.0,1822.0,1,['Representative'],['VA'],['Democratic Republican'],6-6
G000283,John,Goodenow,Milton,,1782.0,1838.0,1,['Representative'],['OH'],['Jacksonian'],21-21
G000286,Benjamin,Goodhue,,,1748.0,1814.0,7,"['Senator', 'Representative']",['MA'],['Federalist'],1-6
G000293,Chauncey,Goodrich,,,1759.0,1815.0,7,"['Senator', 'Representative']",['CT'],['Federalist'],4-13
G000294,Elizur,Goodrich,,,1761.0,1849.0,1,['Representative'],['CT'],['Federalist'],6-6
G000306,Peterson,Goodwyn,,,1745.0,1818.0,8,['Representative'],['VA'],['Democratic Republican'],8-15
G000311,James,Gordon,,,1739.0,1810.0,2,['Representative'],['NY'],['Pro-Administration'],2-3
G000319,William,Gordon,Fitzhugh,,1787.0,1858.0,3,['Representative'],['VA'],['Jacksonian'],21-23
G000318,William,Gordon,,,1763.0,1802.0,2,['Representative'],['NH'],['Federalist'],5-6
G000322,Christopher,Gore,,,1758.0,1827.0,2,['Senator'],['MA'],['Federalist'],13-14
G000324,Benjamin,Gorham,,,1775.0,1855.0,5,['Representative'],['MA'],"['Democratic Republican', 'Adams', 'Anti-Jacksonian']",16-23
G000345,Theodore,Gourdin,,,1764.0,1826.0,1,['Representative'],['SC'],['Democratic Republican'],13-13
G000346,Andrew,Govan,Robison,,1794.0,1841.0,3,['Representative'],['SC'],"['Democratic Republican', 'Jackson Republican', 'Jacksonian']",17-19
G000355,James,Graham,,,1793.0,1851.0,7,['Representative'],['NC'],"['Whig', 'Anti-Jacksonian']",23-29
G000394,Edwin,Gray,,,1743.0,,7,['Representative'],['VA'],['Democratic Republican'],6-12
G000398,John,Gray,Cowper,,1783.0,1823.0,1,['Representative'],['VA'],['Democratic Republican'],16-16
G000404,William,Grayson,John,,1788.0,1863.0,2,['Representative'],['SC'],['Nullifier'],23-24
G000403,William,Grayson,,,1740.0,1790.0,2,"['Senator', 'Delegate']",['VA'],['Anti-Administration'],1-1
G000412,Innis,Green,,,1776.0,1839.0,2,['Representative'],['PA'],['Jacksonian'],20-21
G000413,Isaiah,Green,Lewis,,1761.0,1841.0,3,['Representative'],['MA'],['Democratic Republican'],9-12
G000427,Ray,Greene,,,1765.0,1849.0,3,['Senator'],['RI'],['Federalist'],5-7
G000428,Thomas,Greene,Marston,,1758.0,1813.0,1,['Delegate'],['MS'],[],7-7
G000434,Christopher,Greenup,,,1750.0,1818.0,3,['Representative'],['KY'],"['Democratic Republican', 'Anti-Administration']",2-4
G000442,Andrew,Gregg,,,1755.0,1835.0,11,"['Senator', 'Representative']",['PA'],['Democratic Republican'],2-12
G000451,George,Grennell,,Jr.,1786.0,1877.0,5,['Representative'],['MA'],"['Whig', 'Anti-Jacksonian']",21-25
G000461,Isaac,Griffin,,,1756.0,1827.0,2,['Representative'],['PA'],['Democratic Republican'],13-14
G000462,John,Griffin,King,,1789.0,1841.0,5,['Representative'],['SC'],"['Democrat', 'Nullifier']",22-26
G000466,Samuel,Griffin,,,1746.0,1810.0,3,['Representative'],['VA'],"['Pro-Administration', 'Anti-Administration']",1-3
G000467,Thomas,Griffin,,,1773.0,1837.0,1,['Representative'],['VA'],['Federalist'],8-8
G000482,Gaylord,Griswold,,,1767.0,1809.0,1,['Representative'],['NY'],['Federalist'],8-8
G000488,Roger,Griswold,,,1762.0,1812.0,5,['Representative'],['CT'],['Federalist'],4-8
G000489,Stanley,Griswold,,,1763.0,1815.0,1,['Senator'],['OH'],['Democratic Republican'],11-11
G000494,Ezra,Gross,Carter,,1787.0,1829.0,1,['Representative'],['NY'],['Democratic Republican'],16-16
G000496,Samuel,Gross,,,1776.0,1839.0,2,['Representative'],['PA'],['Democratic Republican'],16-17
G000498,Thomas,Grosvenor,Peabody,,1778.0,1817.0,3,['Representative'],['NY'],['Federalist'],12-14
G000500,Jonathan,Grout,,,1737.0,1807.0,1,['Representative'],['MA'],['Anti-Administration'],1-1
G000502,William,Grove,Barry,,1764.0,1818.0,6,['Representative'],['NC'],"['Pro-Administration', 'Federalist']",2-7
G000509,Felix,Grundy,,,1777.0,1840.0,8,"['Senator', 'Representative']",['TN'],"['Democratic Republican', 'Jacksonian', 'Democrat']",12-26
G000526,James,Gunn,,,1753.0,1801.0,6,['Senator'],['GA'],"['Federalist', 'Anti-Administration']",1-6
G000529,Henry,Gurley,Hosford,,1788.0,1833.0,4,['Representative'],['LA'],"['Adams', 'Adams-Clay Republican', 'Anti-Jacksonian']",18-21
G000539,James,Guyon,,Jr.,1778.0,1846.0,1,['Representative'],['NY'],['Democratic Republican'],16-16
H000006,Aaron,Hackley,,Jr.,1783.0,1868.0,1,['Representative'],['NY'],['Democratic Republican'],16-16
H000018,John,Hahn,,,1776.0,1823.0,1,['Representative'],['PA'],['Democratic Republican'],14-14
H000022,William,Haile,,,1797.0,1837.0,2,['Representative'],['MS'],['Jacksonian'],19-20
H000038,Salma,Hale,,,1787.0,1866.0,1,['Representative'],['NH'],['Democratic Republican'],15-15
H000039,William,Hale,,,1765.0,1848.0,3,['Representative'],['NH'],['Federalist'],11-14
H000045,Bolling,Hall,,,1767.0,1836.0,3,['Representative'],['GA'],['Democratic Republican'],12-14
H000051,George,Hall,,,1770.0,1840.0,1,['Representative'],['NY'],['Democratic Republican'],16-16
H000052,Hiland,Hall,,,1795.0,1885.0,6,['Representative'],['VT'],"['Whig', 'Anti-Jacksonian']",22-27
H000056,Joseph,Hall,,,1793.0,1859.0,2,['Representative'],['ME'],['Jacksonian'],23-24
H000064,Obed,Hall,,,1757.0,1828.0,1,['Representative'],['NH'],['Democratic Republican'],12-12
H000072,Thomas,Hall,H.,,1773.0,1853.0,8,['Representative'],['NC'],"['Democratic Republican', 'Jacksonian', 'Crawford Republican']",15-23
H000076,Willard,Hall,,,1780.0,1875.0,2,['Representative'],['DE'],['Democratic Republican'],15-16
H000078,William,Hall,,,1775.0,1856.0,1,['Representative'],['TN'],['Jacksonian'],22-22
H000082,John,Hallock,,Jr.,1783.0,1840.0,2,['Representative'],['NY'],['Jacksonian'],19-20
H000088,Jehiel,Halsey,Howell,,1788.0,1867.0,1,['Representative'],['NY'],['Jacksonian'],21-21
H000089,Nicoll,Halsey,,,1782.0,1865.0,1,['Representative'],['NY'],['Jacksonian'],23-23
H000090,Silas,Halsey,,,1743.0,1832.0,1,['Representative'],['NY'],['Democratic Republican'],9-9
H000097,Thomas,Hamer,Lyon,,1800.0,1846.0,3,['Representative'],['OH'],"['Democrat', 'Jacksonian']",23-25
H000110,James,Hamilton,,Jr.,1786.0,1857.0,4,['Representative'],['SC'],"['Democratic Republican', 'Jackson Republican', 'Jacksonian']",17-20
H000111,John,Hamilton,,,1754.0,1837.0,1,['Representative'],['PA'],['Democratic Republican'],9-9
H000127,Jabez,Hammond,Delano,,1778.0,1855.0,1,['Representative'],['NY'],['Democratic Republican'],14-14
H000133,Samuel,Hammond,,,1757.0,1842.0,1,['Representative'],['GA'],['Democratic Republican'],8-8
H000137,Joseph,Hammons,,,1787.0,1836.0,2,['Representative'],['NH'],['Jacksonian'],21-22
H000140,Wade,Hampton,,,1752.0,1835.0,2,['Representative'],['SC'],['Democratic Republican'],4-8
H000148,George,Hancock,,,1754.0,1820.0,2,['Representative'],['VA'],"['Pro-Administration', 'Federalist']",3-4
H000161,John,Hanna,Andre,,1762.0,1805.0,5,['Representative'],['PA'],['Democratic Republican'],5-9
H000165,Robert,Hanna,,,1786.0,1858.0,1,['Senator'],['IN'],['Anti-Jacksonian'],22-22
H000167,Edward,Hannegan,Allen,,1807.0,1859.0,5,"['Senator', 'Representative']",['IN'],"['Democrat', 'Jacksonian']",23-30
