id,givenName,familyName,middleName,honorificSuffix,birthYear,deathYear,num_terms,positions,states,parties,congress_range
K000197,Cyrus,King,,,1772.0,1817.0,2,['Representative'],['MA'],['Federalist'],13-14
K000202,Henry,King,,,1790.0,1861.0,2,['Representative'],['PA'],['Jacksonian'],22-23
K000207,John,King,Pendleton,,1799.0,1888.0,3,['Senator'],['GA'],"['Democrat', 'Jacksonian']",23-25
K000204,John,King,,,1775.0,1836.0,1,['Representative'],['NY'],['Jacksonian'],22-22
K000209,Perkins,King,,,1784.0,1875.0,1,['Representative'],['NY'],['Jacksonian'],21-21
K000212,Rufus,King,,,1755.0,1827.0,11,"['Senator', 'Delegate']","['MA', 'NY']","['Adams-Clay Federalist', 'Pro-Administration', 'Federalist']",1-18
K000217,William,King,Rufus de Vane,,1786.0,1853.0,19,"['Senator', 'Representative']","['AL', 'NC']","['Democratic Republican', 'Jackson Republican', 'Jacksonian', 'Democrat']",12-32
K000224,George,Kinnard,L.,,1803.0,1836.0,2,['Representative'],['IN'],['Jacksonian'],23-24
K000227,Charles,Kinsey,,,1773.0,1849.0,2,['Representative'],['NJ'],['Democratic Republican'],15-16
K000230,Martin,Kinsley,,,1754.0,1835.0,1,['Representative'],['MA'],['Democratic Republican'],16-16
K000235,Joseph,Kirkland,,,1770.0,1844.0,1,['Representative'],['NY'],['Federalist'],17-17
K000239,William,Kirkpatrick,,,1769.0,1832.0,1,['Representative'],['NY'],['Democratic Republican'],10-10
K000243,Dorrance,Kirtland,,,1770.0,1840.0,1,['Representative'],['NY'],['Democratic Republican'],15-15
K000246,Aaron,Kitchell,,,1744.0,1820.0,7,"['Senator', 'Representative']",['NJ'],"['Democratic Republican', 'Pro-Administration', 'Federalist']",2-11
K000253,John,Kittera,Wilkes,,1752.0,1801.0,5,['Representative'],['PA'],"['Pro-Administration', 'Federalist']",2-6
K000254,Thomas,Kittera,,,1789.0,1839.0,1,['Representative'],['PA'],['Adams'],19-19
K000282,Herman,Knickerbocker,,,1779.0,1855.0,1,['Representative'],['NY'],['Federalist'],11-11
K000287,Nehemiah,Knight,Rice,,1780.0,1854.0,11,['Senator'],['RI'],"['Whig', 'Adams', 'Anti-Jacksonian', 'Crawford Republican', 'Democratic Republican']",16-26
K000286,Nehemiah,Knight,,,1746.0,1808.0,3,['Representative'],['RI'],['Democratic Republican'],8-10
K000324,Jacob,Krebs,,,1782.0,1847.0,1,['Representative'],['PA'],['Jacksonian'],19-19
K000329,George,Kremer,,,1775.0,1854.0,3,['Representative'],['PA'],"['Jackson Republican', 'Jacksonian']",18-20
L000011,Abner,Lacock,,,1770.0,1837.0,4,"['Senator', 'Representative']",['PA'],['Democratic Republican'],12-15
L000027,Henry,Lamar,Graybill,,1798.0,1861.0,2,['Representative'],['GA'],['Jacksonian'],21-22
L000036,John,Lambert,,,1746.0,1823.0,5,"['Senator', 'Representative']",['NJ'],['Democratic Republican'],9-13
L000057,Amos,Lane,,,1778.0,1849.0,2,['Representative'],['IN'],['Jacksonian'],23-24
L000066,Chauncey,Langdon,,,1763.0,1830.0,1,['Representative'],['VT'],['Federalist'],14-14
L000067,John,Langdon,,,1741.0,1819.0,8,"['Senator', 'Delegate']",['NH'],"['Democratic Republican', 'Pro-Administration', 'Anti-Administration']",1-6
L000083,James,Lanman,,,1767.0,1841.0,3,['Senator'],['CT'],"['Democratic Republican', 'Crawford Republican']",16-18
L000086,Gerrit,Lansing,Yates,,1783.0,1862.0,3,['Representative'],['NY'],['Jacksonian'],22-24
L000094,John,Laporte,,,1798.0,1862.0,2,['Representative'],['PA'],['Jacksonian'],23-24
L000097,Simon,Larned,,,1753.0,1817.0,1,['Representative'],['MA'],['Democratic Republican'],8-8
L000112,Samuel,Lathrop,,,1772.0,1846.0,4,['Representative'],['MA'],"['Adams', 'Adams-Clay Federalist', 'Federalist']",16-19
L000115,Henry,Latimer,,,1752.0,1819.0,5,"['Senator', 'Representative']",['DE'],['Federalist'],3-6
L000118,William,Lattimore,,,1774.0,1843.0,4,['Delegate'],['MS'],['Democratic Republican'],8-14
L000120,John,Laurance,,,1750.0,1810.0,6,"['Senator', 'Delegate', 'Representative']",['NY'],['Federalist'],1-6
L000126,Lyman,Law,,,1770.0,1842.0,3,['Representative'],['CT'],['Federalist'],12-14
L000131,Cornelius,Lawrence,Van Wyck,,1791.0,1861.0,1,['Representative'],['NY'],['Jacksonian'],23-23
L000137,Joseph,Lawrence,,,1786.0,1842.0,3,['Representative'],['PA'],"['Whig', 'Adams']",19-27
L000138,Samuel,Lawrence,,,1773.0,1837.0,1,['Representative'],['NY'],['Adams-Clay Republican'],18-18
L000147,Thomas,Lawyer,,,1785.0,1868.0,1,['Representative'],['NY'],['Democratic Republican'],15-15
L000150,George,Lay,Washington,,1798.0,1860.0,2,['Representative'],['NY'],"['Anti-Jacksonian', 'Anti-Masonic']",23-24
L000164,Luke,Lea,,,1783.0,1851.0,2,['Representative'],['TN'],"['Jacksonian', 'Anti-Jacksonian']",23-24
L000166,Pryor,Lea,,,1794.0,1879.0,2,['Representative'],['TN'],['Jacksonian'],20-21
L000177,Walter,Leake,,,1762.0,1825.0,2,['Senator'],['MS'],['Democratic Republican'],15-16
L000178,Amasa,Learned,,,1750.0,1825.0,2,['Representative'],['CT'],['Pro-Administration'],2-3
L000183,Humphrey,Leavitt,Howe,,1796.0,1873.0,3,['Representative'],['OH'],['Jacksonian'],21-23
L000186,Joseph,Lecompte,,,1797.0,1851.0,4,['Representative'],['KY'],['Jacksonian'],19-22
L000195,Henry,Lee,,,1756.0,1818.0,2,"['Delegate', 'Representative']",['VA'],['Federalist'],1-6
L000196,John,Lee,,,1788.0,1871.0,1,['Representative'],['MD'],['Jackson Federalist'],18-18
L000200,Richard,Lee,Bland,,1761.0,1827.0,3,['Representative'],['VA'],['Pro-Administration'],1-3
L000201,Richard,Lee,Henry,,1732.0,1794.0,5,"['Senator', 'Delegate']",['VA'],['Anti-Administration'],1-2
L000204,Silas,Lee,,,1760.0,1814.0,2,['Representative'],['MA'],['Federalist'],6-7
L000205,Thomas,Lee,,,1780.0,1855.0,2,['Representative'],['NJ'],['Jacksonian'],23-24
L000212,Joseph,Lefever,,,1760.0,1826.0,1,['Representative'],['PA'],['Democratic Republican'],12-12
L000213,John,Lefferts,,,1785.0,1829.0,1,['Representative'],['NY'],['Democratic Republican'],13-13
L000214,Isaac,Leffler,,,1788.0,1866.0,1,['Representative'],['VA'],['Adams'],20-20
L000216,Jabez,Leftwich,,,1765.0,1855.0,2,['Representative'],['VA'],"['Democratic Republican', 'Crawford Republican']",17-18
L000229,Michael,Leib,,,1760.0,1822.0,8,"['Senator', 'Representative']",['PA'],['Democratic Republican'],6-13
L000232,Benjamin,Leigh,Watkins,,1781.0,1849.0,2,['Senator'],['VA'],['Anti-Jacksonian'],23-24
L000234,George,Leiper,Gray,,1786.0,1868.0,1,['Representative'],['PA'],['Jacksonian'],21-21
L000242,James,Lent,,,1782.0,1833.0,2,['Representative'],['NY'],['Jacksonian'],21-22
L000246,George,Leonard,,,1729.0,1819.0,3,['Representative'],['MA'],"['Pro-Administration', 'Federalist']",1-4
L000257,Robert,Letcher,Perkins,,1788.0,1861.0,6,['Representative'],['KY'],"['Adams', 'Adams-Clay Republican', 'Anti-Jacksonian']",18-23
L000278,Dixon,Lewis,Hall,,1802.0,1848.0,11,"['Senator', 'Representative']",['AL'],"['Democrat', 'Jacksonian', 'Nullifier']",21-30
L000290,Joseph,Lewis,,Jr.,1772.0,1834.0,7,['Representative'],['VA'],['Federalist'],8-14
L000294,Thomas,Lewis,,,,,1,['Representative'],['VA'],['Federalist'],8-8
L000297,William,Lewis,J.,,1766.0,1828.0,1,['Representative'],['VA'],['Democratic Republican'],15-15
L000314,Enoch,Lincoln,,,1788.0,1829.0,5,['Representative'],"['ME', 'MA']","['Democratic Republican', 'Adams', 'Adams-Clay Republican']",15-19
L000316,Levi,Lincoln,,,1749.0,1820.0,1,['Representative'],['MA'],['Democratic Republican'],6-6
L000315,Levi,Lincoln,,,1782.0,1868.0,5,['Representative'],['MA'],"['Whig', 'Anti-Jacksonian']",23-27
L000336,James,Linn,,,1749.0,1821.0,1,['Representative'],['NJ'],['Democratic Republican'],6-6
L000337,John,Linn,,,1763.0,1821.0,2,['Representative'],['NJ'],['Democratic Republican'],15-16
L000338,Lewis,Linn,Fields,,1796.0,1843.0,6,['Senator'],['MO'],"['Democrat', 'Jacksonian']",23-28
L000346,Elisha,Litchfield,,,1785.0,1859.0,2,['Representative'],['NY'],"['Democratic Republican', 'Crawford Republican']",17-18
L000354,Peter,Little,,,1775.0,1830.0,8,['Representative'],['MD'],"['Democratic Republican', 'Adams', 'Jackson Republican']",12-20
L000362,Arthur,Livermore,,,1766.0,1853.0,3,['Representative'],['NH'],"['Democratic Republican', 'Adams-Clay Republican']",15-18
L000363,Edward,Livermore,St. Loe,,1762.0,1832.0,2,['Representative'],['MA'],['Federalist'],10-11
L000364,Samuel,Livermore,,,1732.0,1803.0,9,"['Senator', 'Delegate', 'Representative']",['NH'],"['Federalist', 'Pro-Administration']",1-7
L000366,Edward,Livingston,,,1764.0,1836.0,8,"['Senator', 'Representative']","['LA', 'NY']","['Democratic Republican', 'Jackson Republican', 'Jacksonian']",4-22
L000367,Henry,Livingston,Walter,,1768.0,1810.0,2,['Representative'],['NY'],['Federalist'],8-9
L000370,Robert,Livingston,Le Roy,,1778.0,1836.0,2,['Representative'],['NY'],['Federalist'],11-12
