"id","givenName","familyName","middleName","unaccentedGivenName","unaccentedFamilyName","unaccentedMiddleName","nickName","honorificPrefix","honorificSuffix","honorificTitle","birthYear","deathYear","congresses"
"S001096","Peter","Swart",,"Peter","Swart",,,"Mr.",,,"1752","1829","[{""position"":""Representative"",""congressNumber"":10,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1806-04-29"",""electionCirca"":true}]"
"S001116","Benjamin","Swift",,"Benjamin","Swift",,,"Mr.",,,"1781","1847","[{""position"":""Representative"",""congressNumber"":20,""stateName"":""VT"",""parties"":[""Adams""],""electionDate"":""1827-02-05"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":21,""stateName"":""VT"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1828-09-02"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":23,""stateName"":""VT"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":24,""stateName"":""VT"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":25,""stateName"":""VT"",""parties"":[""Anti-Jacksonian""]}]"
"S001119","Zephaniah","Swift",,"Zephaniah","Swift",,,"Mr.",,,"1759","1823","[{""position"":""Representative"",""congressNumber"":3,""stateName"":""CT"",""parties"":[""Pro-Administration""]},{""position"":""Representative"",""congressNumber"":4,""stateName"":""CT"",""parties"":[""Federalist""]}]"
"S001125","Jacob","Swoope",,"Jacob","Swoope",,,"Mr.",,,,"1832","[{""position"":""Representative"",""congressNumber"":11,""stateName"":""VA"",""parties"":[""Federalist""],""electionDate"":""1809-04"",""electionCirca"":true}]"
"T000003","Thomas","Taber",,"Thomas","Taber",,,"Mr.","II",,"1785","1862","[{""position"":""Representative"",""congressNumber"":20,""stateName"":""NY"",""parties"":[""Jacksonian""],""electionDate"":""1828-11-03"",""electionCirca"":true}]"
"T000012","Samuel","Taggart",,"Samuel","Taggart",,,"Mr.",,,"1754","1825","[{""position"":""Representative"",""congressNumber"":8,""stateName"":""MA"",""parties"":[""Federalist""],""electionDate"":""1803-04-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":9,""stateName"":""MA"",""parties"":[""Federalist""],""electionDate"":""1804-11-05"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":10,""stateName"":""MA"",""parties"":[""Federalist""],""electionDate"":""1806-11-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":11,""stateName"":""MA"",""parties"":[""Federalist""],""electionDate"":""1808-11-07"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":12,""stateName"":""MA"",""parties"":[""Federalist""],""electionDate"":""1810-11-05"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":13,""stateName"":""MA"",""parties"":[""Federalist""],""electionDate"":""1812-11-02"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":14,""stateName"":""MA"",""parties"":[""Federalist""],""electionDate"":""1814-11-07"",""electionCirca"":false}]"
"T000015","Charles","Tait",,"Charles","Tait",,,,,,"1768","1835","[{""position"":""Senator"",""congressNumber"":11,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":15,""stateName"":""GA"",""parties"":[""Democratic Republican""]}]"
"T000017","Isham","Talbot",,"Isham","Talbot",,,,,,"1773","1837","[{""position"":""Senator"",""congressNumber"":13,""stateName"":""KY"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""KY"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":15,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":16,""stateName"":""KY"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":17,""stateName"":""KY"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":18,""stateName"":""KY"",""parties"":[""Adams-Clay Republican""],""electionCirca"":false}]"
"T000019","Silas","Talbot",,"Silas","Talbot",,,"Mr.",,,"1751","1813","[{""position"":""Representative"",""congressNumber"":3,""stateName"":""NY"",""parties"":[""Pro-Administration""]}]"
"T000025","Benjamin","Taliaferro",,"Benjamin","Taliaferro",,,"Mr.",,,"1750","1821","[{""position"":""Representative"",""congressNumber"":6,""stateName"":""GA"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":7,""stateName"":""GA"",""parties"":[""Democratic Republican""],""electionCirca"":false}]"
"T000027","John","Taliaferro",,"John","Taliaferro",,,"Mr.",,,"1768","1852","[{""position"":""Representative"",""congressNumber"":7,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1801-04-22"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":12,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":18,""stateName"":""VA"",""parties"":[""Crawford Republican""],""electionDate"":""1824-03-24"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":19,""stateName"":""VA"",""parties"":[""Adams""],""electionDate"":""1825-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":20,""stateName"":""VA"",""parties"":[""Adams""],""electionDate"":""1827-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":21,""stateName"":""VA"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1829-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":24,""stateName"":""VA"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1835-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":25,""stateName"":""VA"",""parties"":[""Whig""],""electionDate"":""1837-04-27"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":26,""stateName"":""VA"",""parties"":[""Whig""],""electionDate"":""1839-05-23"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":27,""stateName"":""VA"",""parties"":[""Whig""],""electionDate"":""1841-04-23"",""electionCirca"":false}]"
"T000029","Benjamin","Tallmadge",,"Benjamin","Tallmadge",,,"Mr.",,,"1754","1835","[{""position"":""Representative"",""congressNumber"":7,""stateName"":""CT"",""parties"":[""Federalist""],""electionDate"":""1801-09-21"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":8,""stateName"":""CT"",""parties"":[""Federalist""],""electionDate"":""1802-09-20"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":9,""stateName"":""CT"",""parties"":[""Federalist""],""electionDate"":""1804-09-17"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":10,""stateName"":""CT"",""parties"":[""Federalist""],""electionDate"":""1806-09-15"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":11,""stateName"":""CT"",""parties"":[""Federalist""],""electionDate"":""1808-09-19"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":12,""stateName"":""CT"",""parties"":[""Federalist""],""electionDate"":""1810-09-17"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":13,""stateName"":""CT"",""parties"":[""Federalist""],""electionDate"":""1812-09-21"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":14,""stateName"":""CT"",""parties"":[""Federalist""],""electionDate"":""1814-09-19"",""electionCirca"":false}]"
"T000031","James","Tallmadge",,"James","Tallmadge",,,"Mr.","Jr.",,"1778","1853","[{""position"":""Representative"",""congressNumber"":15,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1817-04-29"",""electionCirca"":true}]"
"T000032","Nathaniel","Tallmadge","Pitcher","Nathaniel","Tallmadge","Pitcher",,,,,"1795","1864","[{""position"":""Senator"",""congressNumber"":23,""stateName"":""NY"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":24,""stateName"":""NY"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":25,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":26,""stateName"":""NY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":27,""stateName"":""NY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":28,""stateName"":""NY"",""parties"":[""Whig""]}]"
"T000033","Peleg","Tallman",,"Peleg","Tallman",,,"Mr.",,,"1764","1840","[{""position"":""Representative"",""congressNumber"":12,""stateName"":""MA"",""parties"":[""Democratic Republican""],""electionDate"":""1810-11-05"",""electionCirca"":false}]"
"T000036","Adamson","Tannehill",,"Adamson","Tannehill",,,"Mr.",,,"1750","1820","[{""position"":""Representative"",""congressNumber"":13,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1812-10-13"",""electionCirca"":false}]"
"T000042","Christian","Tarr",,"Christian","Tarr",,,"Mr.",,,"1765","1833","[{""position"":""Representative"",""congressNumber"":15,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1816-10-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":16,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1818-10-13"",""electionCirca"":false}]"
"T000047","Magnus","Tate",,"Magnus","Tate",,,"Mr.",,,"1760","1823","[{""position"":""Representative"",""congressNumber"":14,""stateName"":""VA"",""parties"":[""Federalist""],""electionDate"":""1815-04"",""electionCirca"":true}]"
"T000050","Absalom","Tatom",,"Absalom","Tatom",,,"Mr.",,,"1742","1802","[{""position"":""Representative"",""congressNumber"":4,""stateName"":""NC"",""parties"":[""Democratic Republican""],""electionCirca"":false}]"
"T000051","Edward","Tattnall","Fenwick","Edward","Tattnall","Fenwick",,"Mr.",,,"1788","1832","[{""position"":""Representative"",""congressNumber"":17,""stateName"":""GA"",""parties"":[""Democratic Republican""],""electionDate"":""1820-10-02"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":18,""stateName"":""GA"",""parties"":[""Crawford Republican""],""electionDate"":""1822-10-07"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":19,""stateName"":""GA"",""parties"":[""Jacksonian""],""electionDate"":""1824-10-04"",""electionCirca"":false}]"
"T000052","Josiah","Tattnall",,"Josiah","Tattnall",,,,,,"1762","1803","[{""position"":""Senator"",""congressNumber"":4,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":5,""stateName"":""GA"",""parties"":[""Democratic Republican""]}]"
"T000054","Micah","Taul",,"Micah","Taul",,,"Mr.",,,"1785","1850","[{""position"":""Representative"",""congressNumber"":14,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1814-08-01"",""electionCirca"":false}]"
"T000091","John","Taylor","W.","John","Taylor","W.",,"Mr.",,,"1784","1854","[{""position"":""Representative"",""congressNumber"":13,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1812-12-15"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":14,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1814-04-26"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":15,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1816-04-30"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":16,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1818-04-28"",""electionCirca"":true,""leadershipPositions"":[{""position"":""Speaker Of The House"",""startDate"":""1820-11-15"",""startCirca"":false,""endCirca"":false}]},{""position"":""Representative"",""congressNumber"":17,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1821-04-24"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":18,""stateName"":""NY"",""parties"":[""Adams-Clay Republican""],""electionDate"":""1822-11-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":19,""stateName"":""NY"",""parties"":[""Adams""],""electionDate"":""1824-11-01"",""electionCirca"":false,""leadershipPositions"":[{""position"":""Speaker Of The House"",""startDate"":""1825-12-05"",""startCirca"":false,""endCirca"":false}]},{""position"":""Representative"",""congressNumber"":20,""stateName"":""NY"",""parties"":[""Adams""],""electionDate"":""1826-10-06"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":21,""stateName"":""NY"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1828-11-03"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":22,""stateName"":""NY"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1830-11-01"",""electionCirca"":false}]"
"T000085","John","Taylor",,"John","Taylor",,,"Mr.",,,"1770","1832","[{""position"":""Representative"",""congressNumber"":10,""stateName"":""SC"",""parties"":[""Democratic Republican""],""electionDate"":""1806-10-13"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":11,""stateName"":""SC"",""parties"":[""Democratic Republican""],""electionDate"":""1808-10-10"",""electionCirca"":true},{""position"":""Senator"",""congressNumber"":11,""stateName"":""SC"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""SC"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""SC"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""SC"",""parties"":[""Democratic Republican""]}]"
"T000084","John","Taylor",,"John","Taylor",,,"Mr.",,,,,"[{""position"":""Representative"",""congressNumber"":14,""stateName"":""SC"",""parties"":[""Democratic Republican""],""electionDate"":""1814-10-10"",""electionCirca"":true}]"
"T000086","John","Taylor",,"John","Taylor",,,,,,"1753","1824","[{""position"":""Senator"",""congressNumber"":2,""stateName"":""VA"",""parties"":[""Anti-Administration""]},{""position"":""Senator"",""congressNumber"":3,""stateName"":""VA"",""parties"":[""Anti-Administration""]},{""position"":""Senator"",""congressNumber"":8,""stateName"":""VA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":17,""stateName"":""VA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":18,""stateName"":""VA"",""parties"":[""Crawford Republican""]}]"
"T000097","Robert","Taylor",,"Robert","Taylor",,,"Mr.",,,"1763","1845","[{""position"":""Representative"",""congressNumber"":19,""stateName"":""VA"",""parties"":[""Adams""],""electionDate"":""1825-04"",""electionCirca"":true}]"
"T000102","Waller","Taylor",,"Waller","Taylor",,,,,,"1786","1826","[{""position"":""Senator"",""congressNumber"":14,""stateName"":""IN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":15,""stateName"":""IN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":16,""stateName"":""IN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":17,""stateName"":""IN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":18,""stateName"":""IN"",""parties"":[""Democratic Republican""]}]"
"T000105","William","Taylor","Penn","William","Taylor","Penn",,"Mr.",,,,,"[{""position"":""Representative"",""congressNumber"":23,""stateName"":""VA"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1833-04"",""electionCirca"":true}]"
"T000103","William","Taylor",,"William","Taylor",,,"Mr.",,,"1791","1865","[{""position"":""Representative"",""congressNumber"":23,""stateName"":""NY"",""parties"":[""Jacksonian""]},{""position"":""Representative"",""congressNumber"":24,""stateName"":""NY"",""parties"":[""Jacksonian""],""electionDate"":""1834-11-03"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":25,""stateName"":""NY"",""parties"":[""Democrat""],""electionDate"":""1836-11-07"",""electionCirca"":true}]"
"T000107","Henry","Tazewell",,"Henry","Tazewell",,,,,,"1753","1799","[{""position"":""Senator"",""congressNumber"":3,""stateName"":""VA"",""parties"":[""Anti-Administration""]},{""position"":""Senator"",""congressNumber"":4,""stateName"":""VA"",""parties"":[""Anti-Administration""]},{""position"":""Senator"",""congressNumber"":5,""stateName"":""VA"",""parties"":[""Anti-Administration""]}]"
"T000108","Littleton","Tazewell","Waller","Littleton","Tazewell","Waller",,,,,"1774","1860","[{""position"":""Representative"",""congressNumber"":6,""stateName"":""VA"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":18,""stateName"":""VA"",""parties"":[""Jackson Republican""]},{""position"":""Senator"",""congressNumber"":19,""stateName"":""VA"",""parties"":[""Jackson Republican""]},{""position"":""Senator"",""congressNumber"":20,""stateName"":""VA"",""parties"":[""Jackson Republican""]},{""position"":""Senator"",""congressNumber"":21,""stateName"":""VA"",""parties"":[""Jackson Republican""]},{""position"":""Senator"",""congressNumber"":22,""stateName"":""VA"",""parties"":[""Jackson Republican""]}]"
"T000115","Thomas","Telfair",,"Thomas","Telfair",,,"Mr.",,,"1780","1818","[{""position"":""Representative"",""congressNumber"":13,""stateName"":""GA"",""parties"":[""Democratic Republican""],""electionDate"":""1812-10-05"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":14,""stateName"":""GA"",""parties"":[""Democratic Republican""],""electionDate"":""1814-10-03"",""electionCirca"":false}]"
"T000125","Egbert","Ten Eyck",,"Egbert","Ten Eyck",,,"Mr.",,,"1779","1844","[{""position"":""Representative"",""congressNumber"":18,""stateName"":""NY"",""parties"":[""Crawford Republican""],""electionDate"":""1822-11-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":19,""stateName"":""NY"",""parties"":[""Jacksonian""],""electionDate"":""1824-11-01"",""electionCirca"":true}]"
"T000127","Samuel","Tenney",,"Samuel","Tenney",,,"Mr.",,,"1748","1816","[{""position"":""Representative"",""congressNumber"":6,""stateName"":""NH"",""parties"":[""Federalist""],""electionDate"":""1800-10-27"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":7,""stateName"":""NH"",""parties"":[""Federalist""],""electionDate"":""1800-08-25"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":8,""stateName"":""NH"",""parties"":[""Federalist""],""electionDate"":""1802-08-30"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":9,""stateName"":""NH"",""parties"":[""Federalist""],""electionDate"":""1804-08-27"",""electionCirca"":false}]"
"T000132","William","Terrell",,"William","Terrell",,,"Mr.",,,"1778","1855","[{""position"":""Representative"",""congressNumber"":15,""stateName"":""GA"",""parties"":[""Democratic Republican""],""electionDate"":""1816-10-07"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":16,""stateName"":""GA"",""parties"":[""Democratic Republican""],""electionDate"":""1818-10-05"",""electionCirca"":false}]"
"T000135","Nathaniel","Terry",,"Nathaniel","Terry",,,"Mr.",,,"1768","1844","[{""position"":""Representative"",""congressNumber"":15,""stateName"":""CT"",""parties"":[""Federalist""],""electionDate"":""1817-04-03"",""electionCirca"":false}]"
"T000138","John","Test",,"John","Test",,,"Mr.",,,"1781","1849","[{""position"":""Representative"",""congressNumber"":18,""stateName"":""IN"",""parties"":[""Jackson Republican""],""electionDate"":""1822-08-05"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":19,""stateName"":""IN"",""parties"":[""Adams""],""electionDate"":""1824-08-02"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":21,""stateName"":""IN"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1828-08-04"",""electionCirca"":false}]"
"T000141","George","Thacher",,"George","Thacher",,,"Mr.",,,"1754","1824","[{""position"":""Delegate"",""congressNumber"":1,""stateName"":""MA""},{""position"":""Representative"",""congressNumber"":1,""stateName"":""MA"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":2,""stateName"":""MA"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":3,""stateName"":""MA"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":4,""stateName"":""MA"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":5,""stateName"":""MA"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":6,""stateName"":""MA"",""parties"":[""Federalist""]}]"
"T000143","Samuel","Thatcher",,"Samuel","Thatcher",,,"Mr.",,,"1776","1872","[{""position"":""Representative"",""congressNumber"":7,""stateName"":""MA"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":8,""stateName"":""MA"",""parties"":[""Federalist""]}]"
"T000163","David","Thomas",,"David","Thomas",,,"Mr.",,,"1762","1831","[{""position"":""Representative"",""congressNumber"":7,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1800-04-29"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":8,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1802-04-27"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":9,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1804-04-24"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":10,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1806-04-29"",""electionCirca"":true}]"
"T000166","Francis","Thomas",,"Francis","Thomas",,,"Mr.",,,"1799","1876","[{""position"":""Representative"",""congressNumber"":22,""stateName"":""MD"",""parties"":[""Jacksonian""],""electionDate"":""1831-10-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":23,""stateName"":""MD"",""parties"":[""Jacksonian""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":24,""stateName"":""MD"",""parties"":[""Jacksonian""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":25,""stateName"":""MD"",""parties"":[""Democrat""],""electionDate"":""1837-07-26"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":26,""stateName"":""MD"",""parties"":[""Democrat""],""electionDate"":""1839-10-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":37,""stateName"":""MD"",""parties"":[""Unionist""],""electionDate"":""1861-06-13"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":38,""stateName"":""MD"",""parties"":[""Unconditional Unionist""],""electionDate"":""1863-11-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":39,""stateName"":""MD"",""parties"":[""Unconditional Unionist""],""electionDate"":""1864-11-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":40,""stateName"":""MD"",""parties"":[""Republican""],""electionDate"":""1866-11-06"",""electionCirca"":false}]"
"T000169","Isaac","Thomas",,"Isaac","Thomas",,,"Mr.",,,"1784","1859","[{""position"":""Representative"",""congressNumber"":14,""stateName"":""TN"",""parties"":[""Democratic Republican""],""electionDate"":""1815-08-03"",""electionCirca"":false}]"
"T000171","Jesse","Thomas","Burgess","Jesse","Thomas","Burgess",,"Mr.",,,"1777","1853","[{""position"":""Delegate"",""congressNumber"":10,""stateName"":""IN"",""parties"":[""Democratic Republican""],""electionDate"":""1808-10"",""electionCirca"":true},{""position"":""Senator"",""congressNumber"":15,""stateName"":""IL"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":16,""stateName"":""IL"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":17,""stateName"":""IL"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":18,""stateName"":""IL"",""parties"":[""Crawford Republican""]},{""position"":""Senator"",""congressNumber"":19,""stateName"":""IL"",""parties"":[""Adams""]},{""position"":""Senator"",""congressNumber"":20,""stateName"":""IL"",""parties"":[""Adams""]}]"
"T000173","John","Thomas","Chew","John","Thomas","Chew",,"Mr.",,,"1764","1836","[{""position"":""Representative"",""congressNumber"":6,""stateName"":""MD"",""parties"":[""Federalist""]}]"
"T000181","Philemon","Thomas",,"Philemon","Thomas",,,"Mr.",,,"1763","1847","[{""position"":""Representative"",""congressNumber"":22,""stateName"":""LA"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1830-07-05"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":23,""stateName"":""LA"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1832-07-02"",""electionCirca"":false}]"
"T000183","Richard","Thomas",,"Richard","Thomas",,,"Mr.",,,"1744","1832","[{""position"":""Representative"",""congressNumber"":4,""stateName"":""PA"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":5,""stateName"":""PA"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":6,""stateName"":""PA"",""parties"":[""Federalist""]}]"
"T000202","Hedge","Thompson",,"Hedge","Thompson",,,"Mr.",,,"1780","1828","[{""position"":""Representative"",""congressNumber"":20,""stateName"":""NJ"",""parties"":[""Adams""],""electionDate"":""1826-10-09"",""electionCirca"":false}]"
"T000205","Joel","Thompson",,"Joel","Thompson",,,"Mr.",,,"1760","1843","[{""position"":""Representative"",""congressNumber"":13,""stateName"":""NY"",""parties"":[""Federalist""],""electionDate"":""1812-12-15"",""electionCirca"":false}]"
"T000206","John","Thompson",,"John","Thompson",,,"Mr.",,,"1749","1823","[{""position"":""Representative"",""congressNumber"":6,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1798-04-24"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":10,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1806-04-29"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":11,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1808-04-26"",""electionCirca"":true}]"
"T000213","Philip","Thompson","Rootes","Philip","Thompson","Rootes",,"Mr.",,,"1766","1837","[{""position"":""Representative"",""congressNumber"":7,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1801-04-20"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":8,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1803-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":9,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1805-04"",""electionCirca"":true}]"
"T000211","Philip","Thompson",,"Philip","Thompson",,,"Mr.",,,"1789","1836","[{""position"":""Representative"",""congressNumber"":18,""stateName"":""KY"",""parties"":[""Adams-Clay Republican""],""electionDate"":""1822-08-08"",""electionCirca"":false}]"
"T000220","Thomas","Thompson","Weston","Thomas","Thompson","Weston",,"Mr.",,,"1766","1821","[{""position"":""Representative"",""congressNumber"":9,""stateName"":""NH"",""parties"":[""Federalist""],""electionDate"":""1804-08-27"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":13,""stateName"":""NH"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""NH"",""parties"":[""Federalist""]}]"
"T000222","Wiley","Thompson",,"Wiley","Thompson",,,"Mr.",,,"1781","1835","[{""position"":""Representative"",""congressNumber"":17,""stateName"":""GA"",""parties"":[""Democratic Republican""],""electionDate"":""1821-10-02"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":18,""stateName"":""GA"",""parties"":[""Crawford Republican""],""electionDate"":""1822-10-07"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":19,""stateName"":""GA"",""parties"":[""Jacksonian""],""electionDate"":""1824-10-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":20,""stateName"":""GA"",""parties"":[""Jacksonian""],""electionDate"":""1826-10-02"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":21,""stateName"":""GA"",""parties"":[""Jacksonian""],""electionDate"":""1828-10-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":22,""stateName"":""GA"",""parties"":[""Jacksonian""],""electionDate"":""1830-10-04"",""electionCirca"":false}]"
"T000227","Alexander","Thomson",,"Alexander","Thomson",,,"Mr.",,,"1788","1848","[{""position"":""Representative"",""congressNumber"":18,""stateName"":""PA"",""parties"":[""Jackson Republican""],""electionDate"":""1822-10-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":19,""stateName"":""PA"",""parties"":[""Jacksonian""],""electionDate"":""1824-10-12"",""electionCirca"":false}]"
